"ref_id","source_seed","raw_citation","authors","title","year","doi","status","screening_paper_id","crossref_confidence","notes"
"snow_00604","WangAgenticProg2025","","Jiao Sun, Q Vera Liao, Michael Muller, Mayank Agarwal, Stephanie Houde, Kartik Talamadupula, and Justin D Weisz","Investigating explainability of generative AI for code through scenario-based design.","2022","10.1145/3490099.3511119","excluded_via_snowball","doi:10.1145/3490099.3511119","1.03","extraction:llm"
"snow_00605","WangAgenticProg2025","","Tianxiang Sun, Zhengfu He, Qin Zhu, Xipeng Qiu, and Xuanjing Huang","Multitask Pre-training of Modular Prompt for Chinese Few-Shot Learning.","2023","10.18653/v1/2023.acl-long.625","excluded_via_snowball","doi:10.18653/v1/2023.acl-long.625","","extraction:llm"
"snow_00606","WangAgenticProg2025","","Tabnine","Tabnine: AI coding assistant.","2025","","excluded_via_snowball","hash:8acf6313acaa","","extraction:llm;crossref_no_match"
"snow_00607","WangAgenticProg2025","","The Terminal-Bench Team","Terminal-Bench: A Benchmark for AI Agents in Terminal Environments.","2025","","excluded_via_snowball","hash:c2ccd35c8989","0.24","extraction:llm;crossref_no_match"
"snow_00608","WangAgenticProg2025","","The MathWorks, Inc.","Simulink: Dynamic System Simulation for MATLAB.","2023","","excluded_via_snowball","hash:7014b2f18df2","0.144","extraction:llm;crossref_no_match"
"snow_00609","WangAgenticProg2025","","Richard Jiarui Tong, Haoyang Li, Sridhar Raghavan, Qingsong Wen, Shannon Gray, Anand Paul, Joleen Liang, Janusz Zalewski, Yacheng Yang, George Tambouratzis, et al.","IEEE AI Standards for Agentic Systems.","2025","10.1109/cai64502.2025.00269","excluded_via_snowball","doi:10.1109/cai64502.2025.00269","1.03","extraction:llm"
"snow_00610","WangAgenticProg2025","","Lukas Twist, Jie M Zhang, Mark Harman, Don Syme, Joost Noppen, and Detlef Nauck","LLMs Love Python: A Study of LLMs’ Bias for Programming Languages and Libraries.","2025","","excluded_via_snowball","hash:031cf92583c9","0.327","extraction:llm;crossref_no_match"
"snow_00611","WangAgenticProg2025","","Ashish Vaswani, Noam Shazeer, Niki Parmar, Jakob Uszkoreit, Llion Jones, Aidan N. Gomez, Lukasz Kaiser, and Illia Polosukhin","Attention is All you Need.","2017","10.65215/r5bs2d54","excluded_via_snowball","doi:10.65215/r5bs2d54","1.0","extraction:llm"
"snow_00612","WangAgenticProg2025","","Abhishek Verma, Luis Pedrosa, Madhukar Korupolu, David Oppenheimer, Eric Tune, and John Wilkes","Large-scale cluster management at Google with Borg.","2015","10.1145/2741948.2741964","excluded_via_snowball","doi:10.1145/2741948.2741964","","extraction:llm"
"snow_00613","WangAgenticProg2025|WangAgentsSE2025","","Lei Wang, Chen Ma, Xueyang Feng, Zeyu Zhang, Hao Yang, Jingsen Zhang, Zhiyuan Chen, Jiakai Tang, Xu Chen, Yankai Lin, et al.","A survey on large language model based autonomous agents.","2024","","excluded_via_snowball","hash:9184765cf888","0.667","extraction:llm;crossref_no_match"
"snow_00614","WangAgenticProg2025","","Simin Wang, Liguo Huang, Amiao Gao, Jidong Ge, Tengfei Zhang, Haitao Feng, Ishna Satyarth, Ming Li, He Zhang, and Vincent Ng","Machine/Deep Learning for Software Engineering: A Systematic Literature Review.","2023","10.1109/tse.2022.3173346","excluded_via_snowball","doi:10.1109/tse.2022.3173346","1.03","extraction:llm"
"snow_00615","WangAgenticProg2025","","Weizhi Wang, Li Dong, Hao Cheng, Xiaodong Liu, Xifeng Yan, Jianfeng Gao, and Furu Wei","Augmenting language models with long-term memory.","2023","10.52202/075280-3259","excluded_via_snowball","doi:10.52202/075280-3259","1.03","extraction:llm"
"snow_00616","WangAgenticProg2025","","Xingyao Wang, Boxuan Li, Yufan Song, Frank F Xu, Xiangru Tang, Mingchen Zhuge, Jiayi Pan, Yueqi Song, Bowen Li, Jaskirat Singh, et al.","Open hands: An open platform for a software developers as generalist agents.","2024","","excluded_via_snowball","hash:ded2d2969828","0.505","extraction:llm;crossref_no_match"
"snow_00617","WangAgenticProg2025","","Jason Wei, Xuezhi Wang, Dale Schuurmans, Maarten Bosma, Fei Xia, Ed Chi, Quoc V Le, Denny Zhou, et al.","Chain-of-thought prompting elicits reasoning in large language models.","2022","10.52202/068431-1800","excluded_via_snowball","doi:10.52202/068431-1800","1.03","extraction:llm"
"snow_00618","WangAgenticProg2025","","Jiaxin Wen, Jian Guan, Hongning Wang, Wei Wu, and Minlie Huang","Codeplan: Unlocking reasoning potential in large language models by scaling code-form planning.","2024","","excluded_via_snowball","hash:b6d42419c2e4","0.418","extraction:llm;crossref_no_match"
"snow_00619","WangAgenticProg2025","","Richard Wollheim","The thread of life.","1984","10.2307/2185596","excluded_via_snowball","doi:10.2307/2185596","1.0","extraction:llm"
"snow_00620","WangAgenticProg2025","","Jim Woodcock, Peter Gorm Larsen, Juan Bicarregui, and John Fitzgerald","Formal methods: Practice and experience.","2009","","excluded_via_snowball","hash:b806f791d997","0.662","extraction:llm;crossref_no_match"
"snow_00621","WangAgenticProg2025","","xAI","Grok 4: The Next-Generation AI Model.","2025","","excluded_via_snowball","hash:d252585a690c","0.178","extraction:llm;crossref_no_match"
"snow_00622","WangAgenticProg2025","","Frank F. Xu, Uri Alon, Graham Neubig, and Vincent Josua Hellendoorn","A Systematic Evaluation of Large Language Models of Code.","2022","10.1145/3520312.3534862","excluded_via_snowball","doi:10.1145/3520312.3534862","1.03","extraction:llm"
"snow_00623","WangAgenticProg2025","","Jing Xu","Rule-based automatic software performance diagnosis and improvement.","2008","10.1145/1383559.1383561","excluded_via_snowball","doi:10.1145/1383559.1383561","1.03","extraction:llm"
"snow_00624","WangAgenticProg2025","","Jie Xu, Dacheng Zhang, Lu Liu, and Xianxian Li","Dynamic Authentication for Cross-Realm SOA-Based Business Processes.","2012","10.1109/tsc.2010.33","excluded_via_snowball","doi:10.1109/tsc.2010.33","","extraction:llm"
"snow_00625","WangAgenticProg2025","","Kai Xu, Yi Wei Mao, Xin Yi Guan, and Zi Long Feng","Web-Bench: A LLM Code Benchmark Based on Web Standards and Frameworks.","2025","","excluded_via_snowball","hash:ad8187df3515","0.338","extraction:llm;crossref_no_match"
"snow_00626","WangAgenticProg2025","","Dongjie Yang, Xiao Dong Han, Yan Gao, Yao Hu, Shilin Zhang, and Hai Zhao","Pyramid infer: Pyramid kv cache compression for high-throughput llm inference.","2024","10.18653/v1/2024.findings-acl.195","excluded_via_snowball","doi:10.18653/v1/2024.findings-acl.195","0.907","extraction:llm"
"snow_00627","WangAgenticProg2025","","Gyeong-In Yu, Joo Seong Jeong, Geon-Woo Kim, Soojeong Kim, and Byung-Gon Chun","Orca: A distributed serving system for {Transformer-Based} generative models.","2022","","excluded_via_snowball","hash:7ef691edf7e4","0.274","extraction:llm;crossref_no_match"
"snow_00628","WangAgenticProg2025","","Minchen Yu, Zhifeng Jiang, Hok Chun Ng, Wei Wang, Ruichuan Chen, and Bo Li","Gillis: Serving large neural networks in serverless functions with automatic model partitioning.","2021","10.1109/icdcs51616.2021.00022","excluded_via_snowball","doi:10.1109/icdcs51616.2021.00022","1.03","extraction:llm"
"snow_00629","WangAgenticProg2025","","Eric Zelikman, Eliana Lorch, Lester Mackey, and Adam Tauman Kalai","Self-Taught Optimizer (STOP): Recursively Self-Improving Code Generation.","2024","","excluded_via_snowball","hash:5a68a64f0fd6","0.197","extraction:llm;crossref_no_match"
"snow_00630","WangAgenticProg2025","","Qiusi Zhan, Zhixiang Liang, Zifan Ying, and Daniel Kang","InjecAgent: Benchmarking Indirect Prompt Injections in Tool-Integrated Large Language Model Agents.","2024","10.18653/v1/2024.findings-acl.624","already_in_corpus","","1.03","extraction:llm"
"snow_00631","WangAgenticProg2025","","Michael J Q Zhang, W Bradley Knox, and Eunsol Choi","Modeling future conversation turns to teach llms to ask clarifying questions.","2024","","excluded_via_snowball","hash:a56bc79b799a","","extraction:llm;crossref_no_match"
"snow_00632","WangAgenticProg2025","","Quanjun Zhang, Chunrong Fang, Yang Xie, Yuxiang Ma, Weisong Sun, Yun Yang, and Zhenyu Chen","A Systematic Literature Review on Large Language Models for Automated Program Repair.","2024","10.1145/3799693","excluded_via_snowball","doi:10.1145/3799693","1.0","extraction:llm"
"snow_00633","WangAgenticProg2025","","Zhexin Zhang, Shiyao Cui, Yida Lu, Jingzhuo Zhou, Junxiao Yang, Hongning Wang, and Minlie Huang","Agent-Safety Bench: Evaluating the Safety of LLM Agents.","2025","","excluded_via_snowball","hash:63f5e7825646","0.483","extraction:llm;crossref_no_match"
"snow_00634","WangAgenticProg2025","","Yilong Zhao, Chien-Yu Lin, Kan Zhu, Zihao Ye, Lequn Chen, Size Zheng, Luis Ceze, Arvind Krishnamurthy, Tianqi Chen, and Baris Kasikci","Atom: Low-bit quantization for efficient and accurate llm serving.","2024","","excluded_via_snowball","hash:361746eb21b5","0.447","extraction:llm;crossref_no_match"
"snow_00635","WangAgenticProg2025","","Dewu Zheng, Yanlin Wang, Ensheng Shi, Hongyu Zhang, and Zibin Zheng","How well do llms generate code for different application domains? benchmark and evaluation.","2024","","excluded_via_snowball","hash:802f1fb705b1","0.418","extraction:llm;crossref_no_match"
"snow_00636","WangAgenticProg2025","","Qinkai Zheng, Xiao Xia, Xu Zou, Yuxiao Dong, Shan Wang, Yufei Xue, Lei Shen, Zihan Wang, Andi Wang, Yang Li, et al.","Codegeex: A pre-trained model for code generation with multilingual benchmarking on humaneval-x.","2023","10.1145/3580305.3599790","excluded_via_snowball","doi:10.1145/3580305.3599790","1.03","extraction:llm"
"snow_00637","WangAgentsSE2025","","Alqarni, M., Azim, A.","Low level source code vulnerability detection using advanced bert language model.","2022","10.21428/594757db.b85e6625","excluded_via_snowball","doi:10.21428/594757db.b85e6625","1.03","extraction:llm"
"snow_00638","WangAgentsSE2025","","Ahmad, W.U., Chakraborty, S., Ray, B., Chang, K.-W.","Unified pre-training for program understanding and generation.","2021","arxiv:2103.06333","excluded_via_snowball","doi:arxiv:2103.06333","","extraction:llm"
"snow_00639","WangAgentsSE2025","","Arakelyan, S., Das, R.J., Mao, Y., Ren, X.","Exploring Distributional Shifts in Large Language Models for Code Analysis","2023","10.18653/v1/2023.emnlp-main.1013","excluded_via_snowball","doi:10.18653/v1/2023.emnlp-main.1013","1.03","extraction:llm"
"snow_00640","WangAgentsSE2025","","Al-Kaswan, A., Ahmed, T., Izadi, M., Sawant, A.A., Devanbu, P., Deursen, A.","Extending Source Code Pre-Trained Language Models to Summarise Decompiled Binaries","2023","10.1109/saner56733.2023.00033","excluded_via_snowball","doi:10.1109/saner56733.2023.00033","1.03","extraction:llm"
"snow_00641","WangAgentsSE2025","","Agrawal, L.A., Kanade, A., Goyal, N., Lahiri, S.K., Rajamani, S.K.","Guiding language models of code with global context using monitors.","2023","arxiv:2306.10763","excluded_via_snowball","doi:arxiv:2306.10763","","extraction:llm"
"snow_00642","WangAgentsSE2025","","Agarwal, V., Pei, Y., Alamir, S., Liu, X.","Codemirage: Hallucinations in code generated by large language models.","2024","arxiv:2408.08333","excluded_via_snowball","doi:arxiv:2408.08333","","extraction:llm"
"snow_00643","WangAgentsSE2025","","Ahmed, T., Pai, K.S., Devanbu, P., Barr, E.T.","Automatic semantic augmentation of language model prompts (for code summarization).","2023","10.1145/3597503.3639183","excluded_via_snowball","doi:10.1145/3597503.3639183","1.0","extraction:llm"
"snow_00644","WangAgentsSE2025","","Bi, W., Du, L., Fu, Q., Wang, Y., Han, S., Zhang, D.","Make heterophilic graphs better fit gnn: A graph rewiring approach.","2024","10.1109/tkde.2024.3441766","excluded_via_snowball","doi:10.1109/tkde.2024.3441766","1.03","extraction:llm"
"snow_00645","WangAgentsSE2025","","Beurer-Kellner, L., Fischer, M., Vechev, M.","Prompting is programming: A query language for large language models.","2023","10.1145/3591300","excluded_via_snowball","doi:10.1145/3591300","","extraction:llm"
"snow_00646","WangAgentsSE2025","","Behrang, F., Reiss, S.P., Orso, A.","Guifetch: Supporting app design and development through gui search.","2018","","excluded_via_snowball","hash:830d7e446420","0.363","extraction:llm;crossref_no_match"
"snow_00647","WangAgentsSE2025","","Bairi, R., Sonwane, A., Kanade, A., VageeshD, C., Iyer, A.S., Parthasarathy, S., Rajamani, S.K., Ashok, B., Shet, S.P.","Codeplan: Repository-level coding using llms and planning.","2023","arxiv:2309.12499","excluded_via_snowball","doi:arxiv:2309.12499","","extraction:llm"
"snow_00648","WangAgentsSE2025","","Bao, L., Xing, Z., Xia, X., Lo, D., Wu, M.-H., Yang, X.","psc2code.","2020","10.1145/3392093","excluded_via_snowball","doi:10.1145/3392093","1.03","extraction:llm"
"snow_00649","WangAgentsSE2025","","Chandel, S., Clement, C.B., Serrato, G., Sundaresan, N.","Training and evaluating a jupyter notebook data science assistant.","2022","arxiv:2201.12901","excluded_via_snowball","doi:arxiv:2201.12901","","extraction:llm"
"snow_00650","WangAgentsSE2025","","Christopoulou, F., Lampouras, G., Gritta, M., Zhang, G., Guo, Y., Li, Z., Zhang, Q., Xiao, M., Shen, B., Li, L., et al.","Pangu-coder: Program synthesis with function-level language modeling.","2022","arxiv:2207.11280","excluded_via_snowball","doi:arxiv:2207.11280","","extraction:llm"
"snow_00651","WangAgentsSE2025","","Christianos, F., Papoudakis, G., Zimmer, M., Coste, T., Wu, Z., Chen, J., Khandelwal, K., Doran, J., Feng, X., Liu, J., Xiong, Z., Luo, Y., Hao, J., Shao, K., Bou-Ammar, H., Wang, J.","Pangu-agent: A fine-tunable generalist agent with structured reasoning.","2023","arxiv:2312.14878","excluded_via_snowball","doi:arxiv:2312.14878","","extraction:llm"
"snow_00652","WangAgentsSE2025","","Chen, C., Su, J., Chen, J., Wang, Y., Bi, T., Wang, Y., Lin, X., Chen, T., Zheng, Z.","When chatgpt meets smart contract vulnerability detection: How far are we?","2023","arxiv:2309.05520","excluded_via_snowball","doi:arxiv:2309.05520","","extraction:llm"
"snow_00653","WangAgentsSE2025","","Chen, W., Su, Y., Zuo, J., Yang, C., Yuan, C., Qian, C., Chan, C.-M., Qin, Y., Lu, Y., Xie, R., et al.","Agent-verse: Facilitating multi-agent collaboration and exploring emergent behaviors in agents.","2023","arxiv:2308.10848","excluded_via_snowball","doi:arxiv:2308.10848","","extraction:llm"
"snow_00654","WangAgentsSE2025","","de-Fitero-Dominguez, D., Garcia-Lopez, E., Garcia-Cabot, A., Martinez-Herraiz, J.-J.","Enhanced automated code vulnerability repair using large language models.","2024","arxiv:2401.03741","excluded_via_snowball","doi:arxiv:2401.03741","","extraction:llm"
"snow_00655","WangAgentsSE2025","","Du, L., Shi, X., Wang, Y., Shi, E., Han, S., Zhang, D.","Is a single model enough? mucos: A multi-model ensemble learning approach for semantic code search.","2021","10.1145/3459637.3482127","excluded_via_snowball","doi:10.1145/3459637.3482127","1.03","extraction:llm"
"snow_00656","WangAgentsSE2025","","Driess, D., Xia, F., Sajjadi, M.S.M., Lynch, C., Chowdhery, A., Ichter, B., Wahid, A., Tompson, J., Vuong, Q.H., Yu, T., Huang, W., Chebotar, Y., Sermanet, P., Duckworth, D., Levine, S., Vanhoucke, V., Hausman, K., Toussaint, M., Greff, K., Zeng, A., Mordatch, I., Florence, P.R.","Palm-e: An embodied multimodal language model.","2023","","excluded_via_snowball","hash:ddffade84455","0.239","extraction:llm;crossref_no_match"
"snow_00657","WangAgentsSE2025","","Du, X., Zheng, G., Wang, K., Feng, J., Deng, W., Liu, M., Chen, B., Peng, X., Ma, T., Lou, Y.","Vul-rag: Enhancing llm-based vulnerability detection via knowledge-level rag.","2024","arxiv:2406.11147","excluded_via_snowball","doi:arxiv:2406.11147","","extraction:llm"
"snow_00658","WangAgentsSE2025","","Eghbali, A., Pradel, M.","De-hallucinator: Iterative grounding for llm-based code completion.","2024","arxiv:2401.01701","excluded_via_snowball","doi:arxiv:2401.01701","","extraction:llm"
"snow_00659","WangAgentsSE2025","","Fried, D., Aghajanyan, A., Lin, J., Wang, S., Wallace, E., Shi, F., Zhong, R., Yih, W.-t., Zettlemoyer, L., Lewis, M.","Incoder: A generative model for code infilling and synthesis.","2022","arxiv:2204.05999","excluded_via_snowball","doi:arxiv:2204.05999","","extraction:llm"
"snow_00660","WangAgentsSE2025","","Feng, S., Chen, C.","Prompting is all your need: Automated android bug replay with large language models.","2023","arxiv:2306.01987","excluded_via_snowball","doi:arxiv:2306.01987","","extraction:llm"
"snow_00661","WangAgentsSE2025","","Guo, H., Chen, X., Huang, Y., Wang, Y., Ding, X., Zheng, Z., Zhou, X., Dai, H.-N.","Snippet comment generation based on code context expansion.","2023","10.1145/3611664","excluded_via_snowball","doi:10.1145/3611664","1.03","extraction:llm"
"snow_00662","WangAgentsSE2025","","Guo, D., Lu, S., Duan, N., Wang, Y., Zhou, M., Yin, J.","Unixcoder: Unified cross-modal pre-training for code representation.","2022","arxiv:2203.03850","excluded_via_snowball","doi:arxiv:2203.03850","","extraction:llm"
"snow_00663","WangAgentsSE2025","","Gu, W., Wang, Y., Du, L., Zhang, H., Han, S., Zhang, D., Lyu, M.R.","Accelerating code search with deep hashing and code classification.","2022","arxiv:2203.15287","excluded_via_snowball","doi:arxiv:2203.15287","","extraction:llm"
"snow_00664","WangAgentsSE2025","","Geng, M., Wang, S., Dong, D., Wang, H., Li, G., Jin, Z., Mao, X., Liao, X.","Large language models are few-shot summarizers: Multi-intent comment generation via in-context learning.","2023","10.1145/3597503.3608134","excluded_via_snowball","doi:10.1145/3597503.3608134","1.0","extraction:llm"
"snow_00665","WangAgentsSE2025","","Guo, L., Wang, Y., Shi, E., Zhong, W., Zhang, H., Chen, J., Zhang, R., Ma, Y., Zheng, Z.","When to stop? towards efficient code generation in llms with excess token prevention.","2024","arxiv:2407.20042","excluded_via_snowball","doi:arxiv:2407.20042","","extraction:llm"
"snow_00666","WangAgentsSE2025","","Gunasekar, S., Zhang, Y., Aneja, J., Mendes, C.C.T., Del Giorno, A., Gopi, S., Javaheripi, M., Kauffmann, P., Rosa, G., Saarikivi, O., et al.","Textbooks are all you need.","2023","arxiv:2306.11644","excluded_via_snowball","doi:arxiv:2306.11644","","extraction:llm"
"snow_00667","WangAgentsSE2025","","Huang, D., Bu, Q., Qing, Y., Cui, H.","CodeCoT: Tackling Code Syntax Errors in CoT Reasoning for Code Generation","2024","","excluded_via_snowball","hash:703d5981399a","0.439","extraction:llm;crossref_no_match"
"snow_00668","WangAgentsSE2025","","Haldar, R., Hockenmaier, J.","Analyzing the performance of large language models on code summarization.","2024","arxiv:2404.08018","excluded_via_snowball","doi:arxiv:2404.08018","","extraction:llm"
"snow_00669","WangAgentsSE2025","","Hu, X., Kuang, K., Sun, J., Yang, H., Wu, F.","Leveraging print debugging to improve code generation in large language models.","2024","arxiv:2401.05319","excluded_via_snowball","doi:arxiv:2401.05319","","extraction:llm"
"snow_00670","WangAgentsSE2025","","Hu, Q., Li, K., Zhao, X., Xie, Y., Liu, T., Chen, H., Xie, Q., He, J.","Instructcoder: Empowering language models for code editing.","2023","arxiv:2310.20329","excluded_via_snowball","doi:arxiv:2310.20329","","extraction:llm"
"snow_00671","WangAgentsSE2025","","Huang, K., Meng, X., Zhang, J., Liu, Y., Wang, W., Li, S., Zhang, Y.","An empirical study on fine-tuning large language models of code for automated program repair.","2023","10.1109/ase56229.2023.00181","excluded_via_snowball","doi:10.1109/ase56229.2023.00181","","extraction:llm"
"snow_00672","WangAgentsSE2025","","Hayati, S.A., Olivier, R., Avvaru, P., Yin, P., Tomasic, A., Neubig, G.","Retrieval-based neural code generation.","2018","arxiv:1808.10025","excluded_via_snowball","doi:arxiv:1808.10025","","extraction:llm"
"snow_00673","WangAgentsSE2025","","Hu, F., Wang, Y., Du, L., Li, X., Zhang, H., Han, S., Zhang, D.","Revisiting code search in a two-stage paradigm.","2023","10.1145/3539597.3570383","excluded_via_snowball","doi:10.1145/3539597.3570383","1.03","extraction:llm"
"snow_00674","WangAgentsSE2025","","Hu, F., Wang, Y., Du, L., Zhang, H., Zhang, D., Li, X.","Tackling long code search with splitting, encoding, and aggregating.","2024","10.63317/3uek2rg7mc23","excluded_via_snowball","doi:10.63317/3uek2rg7mc23","1.03","extraction:llm"
"snow_00675","WangAgentsSE2025","","Hong, S., Zheng, X., Chen, J., Cheng, Y., Wang, J., Zhang, C., Wang, Z., Yau, S.K.S., Lin, Z., Zhou, L., et al.","Metagpt: Meta programming for multi-agent collaborative framework.","2023","arxiv:2308.00352","excluded_via_snowball","doi:arxiv:2308.00352","","extraction:llm"
"snow_00676","WangAgentsSE2025","","Islam, N.T., Najafirad, P.","Code security vulnerability repair using reinforcement learning with large language models.","2024","arxiv:2401.07031","excluded_via_snowball","doi:arxiv:2401.07031","","extraction:llm"
"snow_00677","WangAgentsSE2025","","Jain, A.C.P., Adiole, C., Chaudhuri, S., Reps, T., University, C.J.R., Austin, U., Wisconsin, U.","Coarse-tuning models of code with reinforcement learning feedback.","2023","","excluded_via_snowball","hash:9cff8e7ddafd","0.333","extraction:llm;crossref_no_match"
"snow_00678","WangAgentsSE2025","","Jiang, X., Dong, Y., Wang, L., Shang, Q., Li, G.","Self-planning code generation with large language model.","2023","arxiv:2303.06689","excluded_via_snowball","doi:arxiv:2303.06689","","extraction:llm"
"snow_00679","WangAgentsSE2025","","Jiang, X., Dong, Y., Wang, L., Zheng, F., Shang, Q., Li, G., Jin, Z., Jiao, W.","Self-planning code generation with large language models.","2023","10.1145/3672456","excluded_via_snowball","doi:10.1145/3672456","1.0","extraction:llm"
"snow_00680","WangAgentsSE2025","","Jain, N., Kwiatkowski, R., Ray, B., Ramanathan, M.K., Kumar, V.","On mitigating code","","","excluded_via_snowball","hash:281cb39725e4","0.612","extraction:llm;crossref_no_match"
"snow_00681","WangAgentsSE2025","","Jain, N., Kwiatkowski, R., Ray, B., Ramanathan, M.K., Kumar, V.","On mitigating code llm hallucinations with api documentation.","2024","2407.09726","excluded_via_snowball","doi:2407.09726","","extraction:llm"
"snow_00682","WangAgentsSE2025","","Jiang, N., Li, Q., Tan, L., Zhang, T.-y.","Collu-bench: A benchmark for predicting language model hallucinations in code.","2024","2410.09997","excluded_via_snowball","doi:2410.09997","","extraction:llm"
"snow_00683","WangAgentsSE2025","","Le, T.K., Alimadadi, S., Ko, S.Y.","A study of vulnerability repair in javascript programs with large language models.","2024","10.1145/3589335.3651463","excluded_via_snowball","doi:10.1145/3589335.3651463","1.03","extraction:llm"
"snow_00684","WangAgentsSE2025","","Le, H., Chen, H., Saha, A., Gokul, A., Sahoo, D., Joty, S.R.","Codechain: Towards modular code generation through chain of self-revisions with representative sub-modules.","2023","2310.08992","excluded_via_snowball","doi:2310.08992","","extraction:llm"
"snow_00685","WangAgentsSE2025","","Lu, S., Guo, D., Ren, S., Huang, J., Svyatkovskiy, A., Blanco, A., Clement, C.B., Drain, D., Jiang, D., Tang, D., Li, G., Zhou, L., Shou, L., Zhou, L., Tufano, M., Gong, M., Zhou, M., Duan, N., Sundaresan, N., Deng, S.K., Fu, S., Liu, S.","Codexglue: A machine learning benchmark dataset for code understanding and generation.","2021","2102.04664","excluded_via_snowball","doi:2102.04664","","extraction:llm"
"snow_00686","WangAgentsSE2025","","Liu, F., Liu, Y., Shi, L., Huang, H., Wang, R., Yang, Z., Zhang, L.","Exploring and evaluating hallucinations in llm-powered code generation.","2024","2404.00971","excluded_via_snowball","doi:2404.00971","","extraction:llm"
"snow_00687","WangAgentsSE2025","","Li, J., Li, G., Tao, C., Zhang, H., Liu, F., Jin, Z.","Large language model-aware in-context learning for code generation.","2023","2310.09748","excluded_via_snowball","doi:2310.09748","","extraction:llm"
"snow_00688","WangAgentsSE2025","","Li, H., Miao, C., Leung, C., Huang, Y., Huang, Y., Zhang, H., Wang, Y.","Exploring representation-level augmentation for code search.","2022","2210.12285","excluded_via_snowball","doi:2210.12285","","extraction:llm"
"snow_00689","WangAgentsSE2025","","Li, D., Shen, Y., Jin, R., Mao, Y., Wang, K., Chen, W.","Generation-augmented query expansion for code retrieval.","2022","2212.10692","excluded_via_snowball","doi:2212.10692","","extraction:llm"
"snow_00690","WangAgentsSE2025","","Li, P., Sun, T., Tang, Q., Yan, H., Wu, Y., Huang, X., EngineeringTechnology, X.Q.A., University, F., Materials Science, S., Technology, University, E.C.N.","Codeie: Large code generation models are better few-shot information extractors.","2023","2305.05711","excluded_via_snowball","doi:2305.05711","","extraction:llm"
"snow_00691","WangAgentsSE2025","","Liu, H., Wang, Y., Wei, Z., Xu, Y., Wang, J., Li, H., Ji, R.","Refbert: A two-stage pre-trained framework for automatic rename refactoring.","2023","10.1145/3597926.3598092","excluded_via_snowball","doi:10.1145/3597926.3598092","1.03","extraction:llm"
"snow_00692","WangAgentsSE2025","","Liu, P., Wang, H., Zheng, C., Zhang, Y.","Prompt fix: Vulnerability automatic repair technology based on prompt engineering.","2024","10.1109/icnc59896.2024.10556123","excluded_via_snowball","doi:10.1109/icnc59896.2024.10556123","1.03","extraction:llm"
"snow_00693","WangAgentsSE2025","","Li, X., Xue, J.-T., Xie, Z., Li, M.","Think outside the code: Brainstorming boosts large language models in code generation.","2023","2305.10679","excluded_via_snowball","doi:2305.10679","","extraction:llm"
"snow_00694","WangAgentsSE2025","","Luo, Z., Xu, C., Zhao, P., Sun, Q., Geng, X., Hu, W., Tao, C., Ma, J., Lin, Q., Jiang, D.","Wizardcoder: Empowering code large language models with evol-instruct.","2023","2306.08568","excluded_via_snowball","doi:2306.08568","","extraction:llm"
"snow_00695","WangAgentsSE2025","","Li, J., Zhao, Y., Li, Y., Li, G., Jin, Z.","Acecoder: Utilizing existing code to enhance code generation.","2023","","excluded_via_snowball","hash:2a42ac21ec71","0.456","extraction:llm;crossref_no_match"
"snow_00696","WangAgentsSE2025","","Lu, J., Zhong, W., Wang, Y., Guo, Z., Zhu, Q., Huang, W., Wang, Y., Mi, F., Wang, B., Wang, Y., et al.","Yoda: Teacher-student progressive learning for language models.","2024","2401.15670","excluded_via_snowball","doi:2401.15670","","extraction:llm"
"snow_00697","WangAgentsSE2025","","Liu, J., Zhu, Y., Xiao, K., Fu, Q., Han, X., Yang, W., Ye, D.","Rltf: Reinforcement learning from unit test feedback.","2023","2307.04349","excluded_via_snowball","doi:2307.04349","","extraction:llm"
"snow_00698","WangAgentsSE2025","","Ma, W., Liu, S., Lin, Z., Wang, W., Hu, Q., Liu, Y., Zhang, C., Nie, L., Li, L., Liu, Y.","Lms: Understanding code syntax and semantics for code analysis.","2023","","excluded_via_snowball","hash:49fb8934626d","0.551","extraction:llm;crossref_no_match"
"snow_00699","WangAgentsSE2025","","Muennighoff, N., Liu, Q., Liu, Q., Zebaze, A., Zheng, Q., Hui, B., Zhuo, T.Y., Singh, S., Tang, X., Werra, L., Longpre, S.","Octopack: Instruction tuning code large language models.","2023","2308.07124","excluded_via_snowball","doi:2308.07124","","extraction:llm"
"snow_00700","WangAgentsSE2025","","Mao, Y., Li, X., Li, Z., Li, W.","Automated smart contract summarization via llms.","2024","2402.04863","excluded_via_snowball","doi:2402.04863","","extraction:llm"
"snow_00701","WangAgentsSE2025","","Moon, S., Song, Y., Chae, H., Kang, D., Kwon, T., Ong, K.T.-i., Hwang, S.-w., Yeo, J.","Coffee: Boost your code llms by fixing bugs with feedback.","2023","2311.07215","excluded_via_snowball","doi:2311.07215","","extraction:llm"
"snow_00702","WangAgentsSE2025","","Mu, F., Shi, L., Wang, S., Yu, Z., Zhang, B., Wang, C., Liu, S., Wang, Q.","Clarifygpt: Empowering llm-based code generation with intention clarification.","2023","2310.10996","excluded_via_snowball","doi:2310.10996","","extraction:llm"
