"paper_id","passage_id","in_vivo_code","descriptive_code","coder_notes"
"doi:10.1109/icst60714.2024.00039","P005","provide standardized test plan templates or frameworks","Test plan generation",""
"doi:10.1145/3611643.3616322","P001","reduce the time for fixing semantic mistakes","Reduced debugging time",""
"doi:10.1145/3611643.3616322","P002","highlighting 1-2 lines for the user to inspect","Precise fault localization",""
"doi:10.1109/tbdata.2024.3524104","P001","annotation task structured as coursework assignments","Student annotation task",""
"doi:10.1109/tbdata.2024.3524104","P002","identify erroneous lines of code","Error identification",""
"doi:10.1109/tbdata.2024.3524104","P003","human feedback used to guide the RL process can sometimes introduce errors or noise","Noisy human feedback",""
"doi:10.1109/vl/hcc60511.2024.00011","P001","multi-agent conversational AI-assistant","multi-agent chat assistant",""
"doi:10.1109/vl/hcc60511.2024.00011","P002","improvement in bug resolution","enhanced debugging performance",""
"doi:10.5815/ijitcs.2023.06.03","P001","enhanced cross-functionality","Increased task autonomy","AI is enabling engineers to handle tasks outside their traditional domain autonomously."
"doi:10.5815/ijitcs.2023.06.03","P002","not in high demand","Low analysis usage","Requirements and business analysis see limited adoption compared to coding."
"doi:10.5815/ijitcs.2023.06.03","P003","work with code is the most popular propose","Code generation dominance","Writing and fixing code remains the primary use case."
"doi:10.5815/ijitcs.2023.06.03","P004","Organizational resistance","Adoption barriers","Lack of resources and management resistance slow down formal AI adoption."
"doi:10.1142/s0218194023410048","P001","major programming languages","Popular Languages",""
"doi:10.1142/s0218194023410048","P002","useful code generation","Code Generation Benefit",""
"doi:10.1142/s0218194023410048","P003","fix bugs","Debugging Use Case",""
"doi:10.1142/s0218194023410048","P004","difficulty of integration","Tool Integration Challenge",""
"doi:10.1142/s0218194023410048","P005","poor quality of generated code","Code Quality Issues",""
"doi:10.1145/3600211.3604712","P001","generating test suggestions","LLM test generation",""
"doi:10.1145/3600211.3604712","P002","organizes discovered failures into a tree structure","Visual failure organization",""
"doi:10.1145/3600211.3604712","P003","generate meaningful schemas","Prior knowledge application",""
"doi:10.1145/3600211.3604712","P004","translate their hunches about model behavior into a concrete hypothesis","Prompt formulation difficulty",""
"doi:10.1145/3600211.3604712","P005","used the prompt templates to generate tests","Template-based test generation",""
"doi:10.1016/j.jss.2023.111734","P001","capable of providing solutions","Code generation capability",""
"doi:10.1016/j.jss.2023.111734","P002","difficulties in combining multiple methods","Multi-method generation challenge",""
"doi:10.1016/j.jss.2023.111734","P003","require less effort to be repaired","Low repair cost",""
"doi:10.1016/j.jss.2023.111734","P004","liability if it is used by novice developers","Novice developer liability",""
"doi:10.1145/3597926.3598067","P001","generate input programs for fuzzing","LLM-based test generation",""
"doi:10.1145/3597926.3598067","P002","generative LLM with a step-by-step input prompt","Prompt-engineered seed generation",""
"doi:10.1145/3597926.3598067","P003","higher code coverage","Improved fuzzing coverage",""
"doi:10.1109/icse48619.2023.00119","P001","generating semantic input text","LLM-based text input",""
"doi:10.1109/icse48619.2023.00119","P002","evaluate the input text generation results","Human quality assessment",""
"doi:10.1109/icse48619.2023.00119","P003","find more potential issues","Improved bug detection",""
"doi:10.1145/3593434.3593468","P001","generating versatile textual specifications","Artifact Generation Claim",""
"doi:10.1145/3593434.3593468","P002","architectural analysis, synthesis, and evaluation","AI-assisted Architecting",""
"doi:10.1145/3593434.3593468","P003","produce varied responses for exact same queries","LLM Non-determinism",""
"doi:10.1145/3593434.3593468","P004","give rise to ethical issues or in some cases copyright","IP and Ethical Risks",""
"doi:10.1109/apsec60848.2023.00085","P001","lowest compared with other baseline methods","Low detection accuracy","GPT's zero-shot performance falls significantly behind fine-tuned specialized models."
"doi:10.1109/apsec60848.2023.00085","P002","failed to generate any correct repair patches","Repair generation failure","Highlights complete failure in automated vulnerability patching."
"doi:10.1109/apsec60848.2023.00085","P003","fine-tuning step using domain-specific data is crucial","Domain fine-tuning necessity","General-purpose LLMs lack the specialized security domain knowledge required."
"doi:10.1109/ase56229.2023.00089","P001","guided to focus on the nuances","Guided test generation",""
"doi:10.1109/ase56229.2023.00089","P002","low success rate","Baseline performance challenge",""
"doi:10.1109/ase56229.2023.00089","P003","Differential Prompting","Multi-step prompt chain",""
"doi:10.1109/ase56229.2023.00089","P004","success rate is 75.0%","Performance improvement",""
"doi:10.1109/csce60160.2023.00169","P001","experience report","Experience Reporting","Author's reporting of insights without formal empirical user study data available in the abstract."
"doi:10.1109/csce60160.2023.00169","P001","address these gaps","Equity Improvement","Use of LLM as a tool to bridge socioeconomic or demographic gaps in interview preparation."
"doi:10.1109/c358072.2023.10436306","P001","generate a mobile application from scratch","Full App Generation","Usage pattern characterized by prompting the AI to construct an entire application rather than just snippets."
"doi:10.1109/c358072.2023.10436306","P002","comparison with human-generated code","Code Quality Evaluation",""
"doi:10.1553/giscience2023_01_s140","P001","copy and paste each assignment text","GUI copy-paste workflow","Participants interacting via external browser rather than integrated tools."
"doi:10.1553/giscience2023_01_s140","P002","identified and corrected two errors","Automated debugging",""
"doi:10.1553/giscience2023_01_s140","P003","unable to design the notebook itself","Format limitation","Issue generating proper markdown/ipynb structure natively."
"doi:10.1553/giscience2023_01_s140","P004","simple and fast method","Efficiency and accessibility",""
"doi:10.18293/seke2023-077","P001","write functions working with data","Data processing functions",""
"doi:10.18293/seke2023-077","P002","useful code generation","Workload reduction",""
"doi:10.18293/seke2023-077","P003","difficulty of integration","IDE integration issues",""
"doi:10.18293/seke2023-077","P004","becomes unacceptable","Large file poor quality",""
"doi:10.18293/seke2023-077","P005","code privacy threat","Privacy and permission concerns",""
"doi:10.18293/seke2023-077","P006","writing repetitive tests","Automated test writing",""
"doi:10.1109/icstw58534.2023.00078","P001","tasking ChatGPT with answering questions","Textbook question answering",""
"doi:10.1109/icstw58534.2023.00078","P002","correct or partially correct answers in 55.6% of cases","Moderate answer accuracy",""
"doi:10.1109/icstw58534.2023.00078","P003","ChatGPT is not well calibrated","Poor confidence calibration",""
"doi:10.1109/icstw58534.2023.00078","P004","ChatGPT lacks knowledge","Missing domain knowledge",""
"doi:10.1109/saner56733.2023.00070","P001","extraction of variables from user manuals","Automated variable extraction","Tool is used to extract variables for metamorphic testing."
"doi:10.1109/rew57809.2023.00048","P001","match with Stack Overflow answers in 56.1% of cases","Response agreement rate",""
"doi:10.1109/rew57809.2023.00048","P002","generates more verbose and longer responses","AI response verbosity",""
"doi:10.1109/rew57809.2023.00048","P003","for ChatGPT this number is ~71%","AI response accuracy","Measures ChatGPT's correctness on privacy questions compared to Stack Overflow."
"doi:10.1109/rew57809.2023.00048","P004","should not fully rely on these forums and tools","Risk of overreliance",""
"doi:10.1109/rew57809.2023.00052","P001","understanding of concepts","Goal modeling comprehension",""
"doi:10.1109/rew57809.2023.00052","P002","lacks some core goal modeling ability","Limited reliable modeling",""
"doi:10.1109/rew57809.2023.00052","P003","exhibit a large variation","Output inconsistency","Highlights the unreliability and non-determinism of the LLM responses"
"doi:10.1109/rew57809.2023.00052","P004","correct the syntax","Syntax correction capability","The model fixes structural errors better than semantic relevance"
"doi:10.1109/rew57809.2023.00052","P005","path-dependent","Interaction path dependency","Challenges with undoing actions or resetting context in an ongoing session"
"doi:10.1145/3582083","P001","spend more time reviewing code than actually writing code","Shift to code review",""
"doi:10.1145/3582083","P002","assessing suggestions","Assessing AI suggestions",""
"doi:10.1109/iccp60212.2023.10398656","P001","decrease in the task duration","Reduced task completion time",""
"doi:10.1109/iccp60212.2023.10398656","P002","modifying the prompts","Prompt engineering improves outcomes",""
"doi:10.1109/iccp60212.2023.10398656","P003","natural language solutions related to code","Conversational problem solving","ChatGPT providing natural language context along with code helps developers switch stacks."
"doi:10.1109/iccp60212.2023.10398656","P004","without AI-Tools had a higher score","Reduced code correctness with AI","Participants experienced a decrease in unit test correctness when using AI tools for onboarding tasks."
"doi:10.1109/iccp60212.2023.10398656","P005","incremental improvement of the solution by breaking the task into multiple prompts","Incremental prompting strategy",""
"doi:10.18653/v1/2023.findings-emnlp.901","P001","requirements elicitation for guiding model testing","Testing requirements elicitation","Tool is specifically designed to help identify 'what to test' prior to actual test generation."
"doi:10.18653/v1/2023.findings-emnlp.901","P002","more diverse concepts worth testing","Diverse testing concepts",""
"doi:10.18653/v1/2023.findings-emnlp.901","P003","refine existing concepts later in the exploration","Local exploitation bias","Highlights the human cognitive limitation in brainstorming diverse test concepts."
"doi:10.18653/v1/2023.findings-emnlp.901","P004","find new model bugs","Augmented bug discovery",""
"doi:10.1109/ase56229.2023.00206","P001","promising results for log parsing","Log parsing capability",""
"doi:10.1109/ase56229.2023.00206","P002","difficulties in correctly recognizing these log-specific information","Domain-specific context challenge",""
"doi:10.1109/ase56229.2023.00206","P003","simple prompt, ChatGPT can hardly understand","Prompt dependency",""
"doi:10.1109/ase56229.2023.00206","P004","significantly outperforms the other log parsers","Few-shot performance benefit",""
"doi:10.13052/jwe1540-9589.2263","P001","evaluate the performance of the two version of ChatGPT and Bard","LLM performance evaluation",""
"doi:10.13052/jwe1540-9589.2263","P002","independently assessing a set of 63 cases","Manual assessment",""
"doi:10.13052/jwe1540-9589.2263","P003","incorporating more information into the prompt generates more satisfactory code","Prompt context effectiveness",""
"doi:10.13052/jwe1540-9589.2263","P004","limitation of LLMs ability to predict the presence of defects","Defect prediction limitation",""
"doi:10.1145/3491102.3517582","P001","significantly enhanced system transparency, controllability, and sense of collaboration","Improved user experience",""
"doi:10.1145/3491102.3517582","P002","rolling the dice again","Repeated execution without edits","Users rely on LLM randomness rather than targeted prompt improvements in sandbox environments."
"doi:10.1145/3491102.3517582","P003","AI “unit tests""","Localised error identification",""
"doi:10.1145/3491102.3517582","P004","steeper learning curves","Learning curve challenge",""
"doi:10.3389/fpsyg.2022.868698","P001","captures and compiles records of failures","Error logging and search",""
"doi:10.3389/fpsyg.2022.868698","P002","analyzes the Python code through Pylint","Automated static analysis",""
"doi:10.3389/fpsyg.2022.868698","P003","recorded each student's process of learning program","Learning process telemetry",""
"doi:10.3389/fpsyg.2022.868698","P004","learning motivation affected their overall performance","Motivation impact on performance",""
"doi:10.1145/3491101.3519665","P001","useful starting point","Task initiation assistance",""
"doi:10.1145/3491101.3519665","P002","constant context switching puts significant mental demand","Verification cognitive overload",""
"doi:10.1145/3491101.3519665","P003","stuck in a debugging rabbit hole","Costly error fixing",""
"doi:10.1145/3491101.3519665","P004","rewrite the whole code by themselves without any attempt to repair","Discarding erroneous AI code",""
"doi:10.1145/3491101.3519665","P005","decomposing the complex task into simpler sub-tasks and wrote prompts","Task decomposition strategy",""
"doi:10.1145/3491101.3519729","P001","single run of an LLM","Single prompt limitations",""
"doi:10.1145/3491101.3519729","P002","visually programming chains","Visual chain authoring",""
"doi:10.1145/3491101.3519729","P003","pre-defined helpers","Preference for built-in helpers",""
"doi:10.1145/3491101.3519729","P004","parallel logic branches","Parallel chain structures",""
"doi:10.1145/3491101.3519729","P005","decreased coherence","Interdependent task coherence",""
"doi:10.1145/3491101.3519729","P006","log the outputs per node","Intermediate output visibility",""
"doi:10.1145/3520312.3534864","P001","runs within the IDE","IDE-based telemetry and requests",""
"doi:10.1145/3520312.3534864","P002","acceptance rate (accepted_per_shown)","Acceptance rate predicts productivity",""
"doi:10.1145/3520312.3534864","P003","best progress towards their goals","Goal-oriented progress",""
"doi:10.1145/3643758","P001","performed well in solving simple coding problems","coding performance distinction","Highlights disparity between basic algorithmic generation and actual software development"
"doi:10.1145/3643758","P002","relied on ChatGPT to do everything for them","complete delegation","Users who blindly trust the AI output without attempting comprehension"
"doi:10.1145/3643758","P003","treated as a colleague","collegial interaction","Interactive, discussion-based collaboration rather than blind delegation"
"doi:10.1145/3643758","P004","significant improvements in efficiency","efficiency gains","Time-savings verified for self-contained algorithms but not complex real-world code"
"doi:10.1145/3798166","P001","autonomously plan, execute, test, and iterate","Autonomous task execution",""
"doi:10.1145/3798166","P002","non-functional improvements","Focus on non-functional code",""
"doi:10.1145/3798166","P003","project evolution and PR complexity","Rejection from process complexity",""
"doi:10.1145/3798166","P004","merged as-is with a single commit","High zero-revision merge rate",""
"doi:10.1145/3798166","P005","failed to synchronize all relevant artifacts","Documentation synchronization failure",""
"doi:10.1145/3643773","P001","generating summaries of changes","PR summarization generation",""
"doi:10.1145/3643773","P002","decreasing the review time","reduced review time",""
"doi:10.1145/3643773","P003","more likely to be merged","increased merge probability",""
"doi:10.1145/3643773","P004","Deletion emerges as the most frequent","content deletion action",""
"doi:10.1145/3643773","P005","fine-tune the phrasing or terminology","manual terminology refinement",""
"doi:10.1145/3772318.3790459","P001","turn-level taxonomy","Conversational behavior taxonomy",""
"doi:10.1145/3772318.3790459","P002","move into task management","Transition to task specification",""
"doi:10.1145/3772318.3790459","P003","reasoned agreement","Plan validation and confirmation",""
"doi:10.1145/3704611.3704621","P001","generating code, self-studying, bug fixing, and documenting","SDLC Activity Usage",""
"doi:10.1145/3704611.3704621","P002","more complex it gets the more it produces mistakes","Complexity degrades performance","Highlights the unreliability of conversational models for highly complex coding assignments."
"doi:10.1145/3704611.3704621","P003","accomplished by AI in just minutes","Significant productivity gain",""
"doi:10.1145/3704611.3704621","P004","self-hosted instance","Self-hosting for security","Addresses organizational policy and privacy concerns."
"doi:10.1145/3704611.3704621","P005","review the codes and do our customization on our own","Customizing AI output","Shows human-in-the-loop interaction mode, validating and editing generated snippets."
"doi:10.1145/3801972","P001","92 failure cases","Failure categorization","Breakdown of the interaction pitfalls faced by users."
"doi:10.1145/3801972","P002","follow-up suggestions","Task scaffolding","Identifies how AI-prompted suggestions influence user workflow."
"doi:10.1145/3801972","P003","perceived effort exceeded its benefits","Task abandonment threshold","Highlights the effort-benefit trade-off in prompt-based AI assistance."
"doi:10.1145/3772363.3799079","P001","low-complexity and low-accountability tasks","Routine task automation",""
"doi:10.1145/3772363.3799079","P002","deliberately excluded from security-critical workflows","Security boundary setting",""
"doi:10.1145/3772363.3799079","P003","cop out to blame the AI","Human accountability","Highlights accountability aversion toward models"
"doi:10.1145/3772363.3799079","P004","creative sense and my 'muscles' for writing code were more rusty","Skill degradation concern",""
"doi:10.1145/3772363.3799079","P005","not allowed to use open AI browsing because of security concerns","Organizational policy constraint",""
"doi:10.1145/3772318.3790874","P001","intertwined","Component coupling complexity","Highlights the difficulty of isolating faults in RAG systems"
"doi:10.1145/3772318.3790874","P002","rapid “what-if” analysis","Interactive experimentation",""
"doi:10.1145/3772318.3790874","P003","expert debugging patterns","Debugging workflows",""
"doi:10.1145/3660788","P001","conceptual guidance","Preference for guidance","Participants prefer high-level help over concrete artifacts."
"doi:10.1145/3660788","P002","receive the results they are expecting quickly or give up","Short artifact interactions","Low persistence when generating code artifacts."
"doi:10.1145/3660788","P003","struggle with providing sufficient context","Context provision challenge","Limitation in prompt engineering due to lack of knowledge or privacy policies."
"doi:10.1145/3660788","P004","lower levels of trust","Low trust in generation","Generating artifacts elicits more skepticism than modifying existing ones."
"doi:10.1145/3772318.3790622","P001","greater trust, higher perceived privacy, and less perceived hallucinations","Higher trust and privacy perceptions",""
"doi:10.1145/3772318.3790622","P002","perceived fewer hallucinations... system may actually be more prone","Miscalibrated hallucination perception",""
"doi:10.1145/3772318.3790622","P003","reviewing or improving texts","General text generation and review","Usage spans beyond SE into general text and information search tasks"
"doi:10.1145/3772318.3791441","P001","resolves 86% of cases","High resolution rate via hybrid system",""
"doi:10.1145/3772363.3798531","P001","mismatches between existing debugging tools and users’ needs","Debugging tool limitations",""
"doi:10.1145/3772363.3798531","P002","locate failures more easily","Improved failure localization",""
"doi:10.1145/3772318.3790500","P001","case-based provocations","Algorithmic test case generation","Used as a mechanism to prompt critical reflection rather than just verifying correctness."
"doi:10.1145/3772318.3790500","P002","focus narrowly on editing LLM prompts","Prompt overfitting","Identifies the core challenge of non-experts failing to generalise when programming via natural language."
"doi:10.1145/3772318.3790500","P003","surfacing situations","Revealing value disagreements","Testing exposes unstated differences in user expectations."
"doi:10.1145/3772318.3790500","P004","collaboratively design and tend to their bots","Collaborative agent design","End-user participatory design applied to LLM agent behaviours."
"doi:10.1145/3801978","P001","LLM-agent system for GenderMag persona-based usability testing","Persona-based usability evaluation",""
"doi:10.1145/3801978","P002","integrates GenderMag persona facets into three LLM-agents","Simulating diverse personas",""
"doi:10.1145/3801978","P003","efficient tool for gender-related usability evaluation","Automated inclusivity testing",""
"doi:10.1145/3801978","P004","analyzed the structure of the HTML source code","Static code analysis",""
"doi:10.1145/3772318.3791365","P001","reinforces misconceptions","Exacerbates incorrect beliefs",""
"doi:10.1145/3772318.3791365","P002","over-relied on irrelevant or incorrect advice","Inappropriate AI trust",""
"doi:10.1145/3772318.3791365","P003","unable to detect the presence","Unnoticed harmful behavior",""
"doi:10.1145/3772318.3791365","P004","did not achieve any improvement","Negative performance impact",""
"doi:10.1145/3772318.3791365","P005","improves users' confidence calibration","Better belief calibration",""
"doi:10.1145/3772363.3798543","P001","Fourteen experts from UX research, product management, design, and AI strategy","Multi-role expert study","Participants represent diverse roles involved in requirements and design."
"doi:10.1145/3772363.3798543","P002","valuable for early-stage design exploration, rapid iteration, and stakeholder alignment","Early-stage design support",""
"doi:10.1145/3772363.3798543","P003","strong concerns about LLM hallucinations","Hallucination concerns","Practitioners need verifiable claims to trust persona outputs."
"doi:10.1145/3772363.3798543","P004","increased perceived responsibility and appropriate trust calibration","Trust calibration",""
"doi:10.1145/3772363.3798543","P005","constrained to only claim what retrieved evidence supports","Evidence-constrained responses","RAG methodology used to mitigate ungrounded persona generation."
"doi:10.1145/3772318.3791851","P001","positive AI-generated predictions are perceived as significantly more valid","Positive prediction bias","Users are more likely to accept positive AI predictions."
"doi:10.1145/3772318.3791851","P002","static, one-shot predictions rather than interactive chatbots","Static non-interactive feedback","Experiment tested one-shot predictions without conversational back-and-forth."
"doi:10.1145/3772318.3791851","P003","extends robustly to interactions with LLMs","LLM personal validation","Confirmation that human psychological biases transfer to LLM systems."
"doi:10.1145/3715014.3722064","P001","freely express their requirements","Open-ended prompt interaction",""
"doi:10.1145/3715014.3722064","P002","outperforms the baselines in terms of OCP and US","Improved user satisfaction","OCP = Overall Code Performance, US = User Satisfaction"
"doi:10.1145/3715014.3722064","P003","lower GE score","Reduced generation efficiency","Time overhead due to multi-agent cascading"
"doi:10.1145/3715014.3722064","P004","transformed into well-structured specifications","Task decomposition to spec",""
"doi:10.1145/3715014.3722064","P005","generates a code snippet with documentation","Automated code and docs",""
"doi:10.1145/3729355","P001","collaborative dialogue","Conversational debugging interface",""
"doi:10.1145/3729355","P002","take the wheel","Autonomous LLM tool execution",""
"doi:10.1145/3729355","P003","best-effort automated program repair","LLM proposed code fixes",""
"doi:10.1145/3729355","P004","multi-step dialogs","Iterative contextual prompting",""
"doi:10.1145/3806655","P001","refine these reports, attempt to reproduce them","Automated bug triage",""
"doi:10.1145/3806655","P002","reproduction, classification, validation, resolution, and verification","End-to-end bug tracking automation",""
"doi:10.1145/3806655","P003","filter out false positives","Invalid bug filtering",""
"doi:10.1145/3806655","P004","poor performance may propagate and amplify","Cascading errors",""
"doi:10.1145/3806655","P005","organizational resistance driven by perceived role displacement","Practitioner pushback",""
"doi:10.1145/3793252","P001","questionnaire-based study","Developer questionnaire",""
"doi:10.1145/3793252","P002","marked for refactoring","Refactoring smelly AI code",""
"doi:10.1145/3793252","P003","leverage LLM for assistance","AI-assisted complex refactoring",""
"doi:10.1145/3793252","P004","lacks global program analysis","Context window limitations",""
"doi:10.1109/compsac61105.2024.00156","P001","randomly assigned into two groups","Controlled experimental study","Participants randomly assigned to different tasks"
"doi:10.1109/compsac61105.2024.00156","P002","transitions among prevalent development activities","Activity transition modelling","Modelling workflows based on screen captures"
"doi:10.1109/vl/hcc60511.2024.00020","P001","generate and explain robot programs","Code Generation and Explanation","Tool aids users by writing and explaining code via LLMs"
"doi:10.1109/vl/hcc60511.2024.00020","P002","low learning curve","Accessible to Novices","Benefits non-programmers/zero-coding experience users"
"doi:10.1109/icsa-c63560.2024.00059","P001","assisting with tasks such as code generation","Code generation capabilities",""
"doi:10.1109/icsa-c63560.2024.00059","P001","suggesting architectural design","Architectural design suggestions",""
"doi:10.1109/icsa-c63560.2024.00059","P002","surveyed 15 different software engineering companies","Industry LLM adoption survey",""
"doi:10.1109/icsa-c63560.2024.00059","P003","LLM-assisted architectural design","LLM system design evaluation",""
"doi:10.1145/3696630.3728611","P001","assigned each of them three onboarding tasks","Simulated onboarding tasks","Tasks assigned in a lab-like study setting to test the agent."
"doi:10.1145/3696630.3728611","P002","chain of agents that collaborate","Multi-agent orchestration",""
"doi:10.1145/3696630.3728611","P003","dynamic mechanism of internal memory","Scratchpad reasoning tracking",""
"doi:10.1145/3696630.3728611","P004","high mean of perceived helpfulness","Positive user perception",""
"doi:10.1145/3696630.3728611","P005","more context awareness by providing more specific code snippets","Contextual UI limitations","Users wanted more explicit UI integration with line numbers and multi-line inputs."
"doi:10.1145/3746059.3747778","P001","workflow of impact analysis","Impact analysis workflow","Highlights users' preference for checking conflicts before generating changes."
"doi:10.1145/3746059.3747778","P002","affordances for impact analysis","Providing feedforward cues","Suggests uncoupling conflict detection from automatic code generation."
"doi:10.1145/3746059.3747778","P003","significantly higher engagement","Increased manual interventions","Demonstrates that more granular control leads to more active user participation."
"doi:10.1145/3746059.3747778","P004","doubts and insecurity","Distrust from automation","Open-ended automatic chat interfaces cause uncertainty when impact isn't previewed."
"doi:10.1145/3746059.3747778","P005","moments of over-reliance","AI over-reliance","Users accepted missing conflicts passively due to tool silence."
"doi:10.1007/s10664-025-10658-6","P001","struggle to accurately detect and warn users","Low vulnerability detection rate","Highlights the unreliability of LLMs as a proactive security mechanism."
"doi:10.1007/s10664-025-10658-6","P002","provide more information on the causes, exploits, and fixes","Comprehensive security explanations","Shows a benefit where LLMs offer better pedagogical security value than human forums when they successfully detect an issue."
"doi:10.1007/s10664-025-10658-6","P003","adding short phrases","Prompt engineering for security","Indicates how developers adapt their interactions to force security-awareness from the LLM."
"doi:10.1007/s10664-025-10658-6","P004","consistent detection pattern","Bias in vulnerability recognition","Points out that LLMs perform better at spotting hard-coded credentials than logic or file-path flaws."
