"paper_id","title","authors","year","venue","scis_rank","scis_venue_type","abstract","status","extraction_source","timestamp","model","input_tokens","output_tokens","cost_usd","notes"
"doi:10.1109/icse48619.2023.00119","Fill in the Blank: Context-aware Automated Text Input Generation for Mobile GUI Testing","","2023","Proceedings International Conference on Software Engineering","Not found","Not found","Automated GUI testing is widely used to help ensure the quality of mobile apps. However, many GUIs require appropriate text inputs to proceed to the next page, which remains a prominent obstacle for testing coverage. Considering the diversity and semantic requirement of valid inputs (e.g., flight departure, movie name), it is challenging to automate the text input generation. Inspired by the fact that the pre-trained Large Language Model (LLM) has made outstanding progress in text generation, we","extracted","fulltext","2026-04-17T11:36:56.214568+00:00","gemini-3.1-pro-preview","11811","917","0.0346",""
"doi:10.1145/3593434.3593468","Towards Human-Bot Collaborative Software Architecting with ChatGPT","","2023","ACM International Conference Proceeding Series","Not found","Not found","Architecting software-intensive systems can be a complex process. It deals with the daunting tasks of unifying stakeholders’ perspectives, designers’ intellect, tool-based automation, pattern-driven reuse, and so on, to sketch a blueprint that guides software implementation and evaluation. Despite its benefits, architecture-centric software engineering (ACSE) suffers from a multitude of challenges. ACSE challenges could stem from a lack of standardized processes, socio-technical limitations, and","extracted","fulltext","2026-04-17T11:37:05.234599+00:00","gemini-3.1-pro-preview","9205","1077","0.0313",""
"doi:10.1109/asew60602.2023.00016","Exploring Early Adopters' Perceptions of ChatGPT as a Code Generation Tool","","2023","Proceedings 2023 38th IEEE ACM International Conference on Automated Software Engineering Workshops Asew 2023","Not found","Not found","ChatGPT is an artificial intelligence chatbot developed by OpenAI, able of interacting in a conversational way by taking into account successive input prompts. Among many possible uses, ChatGPT has been found to possess code generation capabilities, being able to generate code snippets and assist developers in their programming tasks. This paper performs a qualitative exploration of perceptions of early adopters regarding the use of ChatGPT for code generation, acknowledging the substantial impa","extracted","abstract_only","2026-04-17T11:36:50.606049+00:00","gemini-3.1-pro-preview","5861","337","0.0158",""
"doi:10.1145/3597926.3598067","Large Language Models Are Zero-Shot Fuzzers: Fuzzing Deep-Learning Libraries via Large Language Models","","2023","Issta 2023 Proceedings of the 32nd ACM SIGSOFT International Symposium on Software Testing and Analysis","Not found","Not found","Deep Learning (DL) systems have received exponential growth in popularity and have become ubiquitous in our everyday life. Such systems are built on top of popular DL libraries, e.g., TensorFlow and PyTorch which provide APIs as building blocks for DL systems. Detecting bugs in these DL libraries is critical for almost all downstream DL systems in ensuring effectiveness/safety for end users. Meanwhile, traditional fuzzing techniques can be hardly effective for such a challenging domain since the","extracted","fulltext","2026-04-17T11:36:55.105468+00:00","gemini-3.1-pro-preview","12325","938","0.0359",""
"doi:10.1109/c358072.2023.10436306","Empirical evaluation of automated code generation for mobile applications by AI tools","","2023","1st IEEE Colombian Caribbean Conference C3 2023","Not found","Not found","The rapid advancement of AI technologies has opened up new possibilities for automating various aspects of software development. Mobile app development, in particular, can benefit from AI-powered tools that assist developers in writing code more efficiently, providing suggestions, and reducing the time required for implementation. This document aims to explore how well a modern artificial intelligence tool can assist a mobile application development process. For this work, ChatGPT 3.5 was used t","extracted","abstract_only","2026-04-17T11:37:26.755878+00:00","gemini-3.1-pro-preview","5824","656","0.0195",""
"doi:10.1109/msr59073.2023.00082","Large Language Models and Simple, Stupid Bugs","","2023","Proceedings 2023 IEEE ACM 20th International Conference on Mining Software Repositories MSR 2023","A","Conference","With the advent of powerful neural language models, AI-based systems to assist developers in coding tasks are becoming widely available; Copilot is one such system. Copilot uses Codex, a large language model (LLM), to complete code conditioned on a preceding ""prompt"". Codex, however, is trained on public GitHub repositories, viz., on code that may include bugs and vulnerabilities. Previous studies [1], [2] show Codex reproduces vulnerabilities seen in training. In this study, we examine how pron","extracted","abstract_only","2026-04-17T11:37:02.391426+00:00","gemini-3.1-pro-preview","5859","333","0.0157",""
"doi:10.1109/fit60620.2023.00013","From Manual to Automatic: The Evolution of Test Case Generation Methods and the Role of GitHub Copilot","","2023","Proceedings 2023 International Conference on Frontiers of Information Technology Fit 2023","Not found","Not found","The emergence of AI tools, such as GitHub Copilot, introduces innovative approaches to software development tasks, particularly in the realm of test case generation. This research endeavors to evaluate the effectiveness of test cases generated by GitHub Copilot in comparison to manually crafted ones. Through the examination of four programming exercises, This study conducted a comparative analysis based on criteria including test passing rates, uniqueness, and equivalence. Preliminary findings s","extracted","abstract_only","2026-04-17T11:37:03.589547+00:00","gemini-3.1-pro-preview","5825","333","0.0156",""
"doi:10.1109/apsec60848.2023.00085","ChatGPT for Vulnerability Detection, Classification, and Repair: How Far Are We?","","2023","Proceedings Asia Pacific Software Engineering Conference APSEC","B","Conference","Large language models (LLMs) like ChatGPT (i.e., gpt-3.5-turbo and gpt-4) exhibited remarkable advancement in a range of software engineering tasks associated with source code such as code review and code generation. In this paper, we undertake a comprehensive study by instructing ChatGPT for four prevalent vulnerability tasks: function and line-level vulnerability prediction, vulnerability classification, severity estimation, and vulnerability repair. We compare ChatGPT with state-of-the-art la","extracted","fulltext","2026-04-17T11:37:11.236604+00:00","gemini-3.1-pro-preview","8171","937","0.0276",""
"doi:10.1109/seaa60479.2023.00017","ECHO: An Approach to Enhance Use Case Quality Exploiting Large Language Models","","2023","Proceedings 2023 49th Euromicro Conference on Software Engineering and Advanced Applications Seaa 2023","Not found","Not found","UML use cases are commonly used in software engineering to specify the functional requirements of a system since they are an effective tool for interacting with stakeholders thanks to the use of natural languages. However, producing high-quality use cases can be challenging due to the lack of precise guidelines and suitable tools. This can lead to problems, e.g. inaccuracy and incompleteness, in the derived software artifacts and the final product. Recent advancements in Natural Language Process","extracted","abstract_only","2026-04-17T11:37:03.568721+00:00","gemini-3.1-pro-preview","5963","335","0.0159",""
"doi:10.1109/ase56229.2023.00089","Nuances are the Key: Unlocking ChatGPT to Find Failure-Inducing Tests with Differential Prompting","","2023","Proceedings 2023 38th IEEE ACM International Conference on Automated Software Engineering Ase 2023","Not found","Not found","Automated detection of software failures is an important but challenging software engineering task. It involves finding in a vast search space the failure-inducing test cases that contain an input triggering the software fault and an oracle asserting the incorrect execution. We are motivated to study how far this outstanding challenge can be solved by recent advances in large language models (LLMs) such as ChatGPT. However, our study reveals that ChatGPT has a relatively low success rate (28.8%)","extracted","fulltext","2026-04-17T11:37:17.246014+00:00","gemini-3.1-pro-preview","12329","975","0.0364",""
"doi:10.1049/icp.2023.1537","ChatGPT's Use case for Software Engineers","","2023","Iet Conference Proceedings","Not found","Not found","The chat-bot GPT-3 has been a boom in the field of tech education for the recent times. Seeing it&apos;s growth in a large scale we have tried to direct it towards seeking the ethical help of ChatGPT in our work with respect to a software student&apos;s career. In this article we have focused our study on the use of ChatGPT for software engineering students casting light upon how they can use this chat-bot to advance their careers. To do so we analyze three studies that focuses on ChatGPT&apos;s","extracted","abstract_only","2026-04-17T11:37:04.482124+00:00","gemini-3.1-pro-preview","5795","291","0.0151",""
"doi:10.1109/csce60160.2023.00169","Equity In The Preparation Of Students For Software Engineering Coding Interviews: ChatGPT as a Mock Interviewer","","2023","Proceedings 2023 Congress in Computer Science Computer Engineering and Applied Computing Csce 2023","Not found","Not found","There exists structural inequities in the tech industry's software engineering interview ecosystem. These inequities are often simply ways of doing business that have perpetuated a gap between those who have access and privilege and those who don't. This gap may not be the result of deliberate bias but they are systematically disadvantageous and may exclude people by race, gender, ethnicity, socioeconomic status. This experience report discusses identified issues of equity in the software engine","extracted","abstract_only","2026-04-17T11:37:18.489673+00:00","gemini-3.1-pro-preview","5755","546","0.0181",""
"doi:10.1553/giscience2023_01_s140","Ch(e)atGPT? An Anecdotal Approach Addressing the Impact of ChatGPT on Teaching and Learning GIScience","","2023","Gi Forum","Not found","Not found","Natural language processing systems like ChatGPT have recently attracted enormous attention in the field of higher education. We aim to contribute to this discussion by scrutinizing the suitability of current testing methods and potentially necessary shifts in learning objectives in GIScience. This paper presents an anecdotal approach to the impact of ChatGPT on teaching and learning based on a real-world use case. It focuses on the results of a fictional student who used ChatGPT for the complet","extracted","fulltext","2026-04-17T11:37:32.486831+00:00","gemini-3.1-pro-preview","9819","1054","0.0323",""
"doi:10.1109/tale56641.2023.10398358","Leveraging ChatGPT to Enhance Computational Thinking Learning Experiences","","2023","2023 IEEE International Conference on Teaching Assessment and Learning for Engineering Tale 2023 Conference Proceedings","Not found","Not found","Given the pervasive reliance on technology in modern society, teaching Computational Thinking (CT) abilities is becoming increasingly relevant. These abilities, such as modeling and coding, have become crucial for a larger audience of students, not only those who wish to become software engineers or computer scientists. Recent advances in Large Language Models (LLMs), such as ChatGPT, provide powerful assistance to complete computational tasks, by simplifying code generation and debugging, and p","extracted","abstract_only","2026-04-17T11:37:15.091331+00:00","gemini-3.1-pro-preview","5875","342","0.0159",""
"doi:10.1109/qrs60937.2023.00028","On ChatGPT: Perspectives from Software Engineering Students","","2023","IEEE International Conference on Software Quality Reliability and Security Qrs","Not found","Not found","ChatGPT, an increasingly popular Large Language Model (LLM), has found widespread acceptance, especially among the younger generation, who rely on it for various tasks, such as comprehending complex course materials and tackling homework assignments. This surge in interest has drawn the attention of researchers, leading to numerous studies that delve into the advantages and disadvantages of the upcoming LLM dominant era. In our research, we explore the influence of ChatGPT and similar models on ","extracted","abstract_only","2026-04-17T11:37:21.780512+00:00","gemini-3.1-pro-preview","5949","307","0.0156",""
"doi:10.1109/rew57809.2023.00048","Evaluating Privacy Questions from Stack Overflow: Can ChatGPT Compete?","","2023","Proceedings 31st IEEE International Requirements Engineering Conference Workshops Rew 2023","Not found","Not found","Stack Overflow and other similar forums are commonly used by developers to seek answers for their software development as well as privacy-related concerns. Recently, ChatGPT has been used as an alternative to generate code or produce responses to developers' questions. In this paper, we aim to understand developers' privacy challenges by evaluating the types of privacy-related questions asked on Stack Overflow. We then conduct a comparative analysis between the accepted responses given by Stack ","extracted","fulltext","2026-04-17T11:37:41.771996+00:00","gemini-3.1-pro-preview","8689","1055","0.03",""
"doi:10.18293/seke2023-077","Practices and Challenges of Using GitHub Copilot: An Empirical Study","","2023","Proceedings of the International Conference on Software Engineering and Knowledge Engineering Seke","Not found","Not found","With the advances in machine learning, there is a growing interest in AI-enabled tools for autocompleting source code.GitHub Copilot, also referred to as the ""AI Pair Programmer"", has been trained on billions of lines of open source GitHub code, and is one of such tools that has been increasingly used since its launch in June 2021.However, little effort has been devoted to understanding the practices and challenges of using Copilot in programming with auto-completed source code.To this end, we c","extracted","fulltext","2026-04-17T11:37:31.613084+00:00","gemini-3.1-pro-preview","8677","1306","0.033",""
"doi:10.1109/icstw58534.2023.00078","ChatGPT and Software Testing Education: Promises & Perils","","2023","Proceedings 2023 IEEE 16th International Conference on Software Testing Verification and Validation Workshops Icstw 2023","Not found","Not found","Over the past decade, predictive language modeling for code has proven to be a valuable tool for enabling new forms of automation for developers. More recently, we have seen the ad-vent of general purpose ""large language models"", based on neural transformer architectures, that have been trained on massive datasets of human written text, which includes code and natural language. However, despite the demonstrated representational power of such models, interacting with them has historically been co","extracted","fulltext","2026-04-17T11:37:32.480416+00:00","gemini-3.1-pro-preview","9732","1097","0.0326",""
"doi:10.1109/csce60160.2023.00421","Assessment of ChatGPT's Proficiency in Software Development","","2023","Proceedings 2023 Congress in Computer Science Computer Engineering and Applied Computing Csce 2023","Not found","Not found","This paper presents an assessment of ChatGPT's proficiency in software development, using an online tour reservation system (TORS) as a case study. The findings indicate that ChatGPT has significant potential in software development, demonstrating its capabilities in assisting various activities throughout the development process, including requirements analysis, domain modeling, design modeling, and implementation. Notably, the model performed well in implementation, generating more than 90% of","extracted","abstract_only","2026-04-17T11:37:28.121160+00:00","gemini-3.1-pro-preview","5828","502","0.0177",""
"doi:10.1109/icsme58846.2023.00050","The Psychological Effects of AI-Assisted Programming on Students and Professionals","","2023","Proceedings 2023 IEEE International Conference on Software Maintenance and Evolution Icsme 2023","Not found","Not found","Artificial intelligence (AI) tools have become integral to the coding workflow, facilitating productivity through auto-completion, code suggestions, and chat dialogues. More than ever, the psychological relationship between software engineers and AI partners requires further exploration, mirroring the need to understand the psychological aspects of pilot-navigator roles these tools partly simulate, as highlighted in earlier studies. [Goal] The presented research aims to investigate the programme","extracted","abstract_only","2026-04-17T11:37:36.295199+00:00","gemini-3.1-pro-preview","6031","340","0.0161",""
"doi:10.1109/rew57809.2023.00052","On the Use of GPT-4 for Creating Goal Models: An Exploratory Study","","2023","Proceedings 31st IEEE International Requirements Engineering Conference Workshops Rew 2023","Not found","Not found","The emergence of large language models and conversational front-ends such as ChatGPT is revolutionizing many software engineering activities. The extent to which such technologies can help with requirements engineering activities, especially the ones surrounding modeling, however, remains to be seen. This paper reports on early experimental results on the potential use of GPT-4 in the latter context, with a focus on the development of goal-oriented models. We first explore GPT-4's current knowle","extracted","fulltext","2026-04-17T11:37:59.766880+00:00","gemini-3.1-pro-preview","11301","1349","0.0388",""
"doi:10.1109/csce60160.2023.00051","Digital Rubber Duck: Leveraging Large Language Models for Extreme Programming","","2023","Proceedings 2023 Congress in Computer Science Computer Engineering and Applied Computing Csce 2023","Not found","Not found","The recent prevalence of Large Language models (LLMs), e.g., GPT-3.5 and GPT-4, has brought about a new age of man-computer symbiosis, where LLMs are employed for a litany of creative, constructive, scientific, or otherwise content-generative tasks, e.g., as general chatbot assistants, writing editors, digital subject matter experts, programming consultants, and so on. Of interest to software engineers is the concept of “rubber duck debugging”, which is the act of expressing code, line-by-line, ","extracted","abstract_only","2026-04-17T11:37:40.624884+00:00","gemini-3.1-pro-preview","5908","338","0.0159",""
"doi:10.1109/saner56733.2023.00070","Large Language Models: The Next Frontier for Variable Discovery within Metamorphic Testing?","","2023","Proceedings 2023 IEEE International Conference on Software Analysis Evolution and Reengineering Saner 2023","Not found","Not found","Metamorphic testing involves reasoning on necessary properties that a program under test should exhibit regarding multiple input and output variables. A general approach consists of extracting metamorphic relations from auxiliary artifacts such as user manuals or documentation, a strategy particularly fitting to testing scientific software. However, such software typically has large input-output spaces, and the fundamental prerequisite – extracting variables of interest – is an arduous and non-s","extracted","abstract_only","2026-04-17T11:37:37.785135+00:00","gemini-3.1-pro-preview","5873","550","0.0183",""
"doi:10.1109/icest58410.2023.10187247","Chat GPT-Based Design-Time DevSecOps","","2023","2023 58th International Scientific Conference on Information Communication and Energy Systems and Technologies Icest 2023 Proceedings","Not found","Not found","Adoption of DevOps-enabled software development has become one of constituent processes within the workflow behind competitive organizations in any area of industry. Its main purpose consists of automation when it comes to steps of development, testing and deployment, aiming to achieve continuous integration and delivery of products and services. On the other side, these highly automatized steps are prone to security flaws and various types of vulnerabilities, which could have fatal consequences","extracted","abstract_only","2026-04-17T11:37:40.517502+00:00","gemini-3.1-pro-preview","5864","342","0.0158",""
"doi:10.1109/dsit60026.2023.00021","An Empirical Understanding of Code Clone Detection by ChatGPT","","2023","Proceedings 2023 6th International Conference on Data Science and Information Technology Dsit 2023","Not found","Not found","As one of the most popular NLP models recently, ChatGPT has achieved remarkable applications in various NLP tasks. Code clone detection serving as a typical prediction task of software engineering has been studied for years. However, there is a lack of systematic evaluation for the ChatGPT in code clone detection. To fill in this gap, we construct a specific dataset covers multiple types of code data and conduct the first empirical study in the clone detection task for ChatGPT on both source cod","extracted","abstract_only","2026-04-17T11:37:52.818773+00:00","gemini-3.1-pro-preview","5813","374","0.0161",""
"doi:10.1109/iconnect56593.2023.10327087","Analysis ChatGPT Potential: Transforming Software Development with AI Chat Bots","","2023","Proceedings 2023 International Conference on Networking Electrical Engineering Computer Science and Technology Iconnect 2023","Not found","Not found","Artificial intelligence (AI) is a technology that is constantly evolving and is being applied more frequently in many facets of society, including product and service development. Chatbots, which are computer programs that can connect with people through chat or voice apps, are one sort of AI that is evolving quickly. However, there is still much debate among scientists and professionals about whether AI advancements like ChatGPT can help software engineers with their daily tasks or even replace","extracted","abstract_only","2026-04-17T11:37:50.990969+00:00","gemini-3.1-pro-preview","5844","331","0.0157",""
"doi:10.1109/ase56229.2023.00096","A Closer Look at Different Difficulty Levels Code Generation Abilities of ChatGPT","","2023","Proceedings 2023 38th IEEE ACM International Conference on Automated Software Engineering Ase 2023","Not found","Not found","Code generation aims to generate source code implementing human requirements illustrated with natural language specifications. With the rapid development of intelligent software engineering, automated code generation has become a hot research topic in both artificial intelligence and software engineering, and researchers have made significant achievements on code generation. More recently, large language models (LLMs) have demonstrated outstanding performance on code generation tasks, such as Ch","extracted","abstract_only","2026-04-17T11:37:46.443383+00:00","gemini-3.1-pro-preview","6023","464","0.0176",""
"doi:10.1109/iccp60212.2023.10398656","Case study: using AI-assisted code generation in mobile teams","","2023","Proceedings 2023 IEEE 19th International Conference on Intelligent Computer Communication and Processing Conference Iccp 2023","Not found","Not found","We evaluate the performance of AI-assisted programming in mobile development teams that are focused on native mobile languages like Kotlin and Swift. The case study involves 16 participants and 2 technical reviewers, from a software development department and it is designed to understand the impact of using Large Language Models trained for code generation in particular phases of the team, more specifically, technical onboarding and technical stack switch. The study uses technical problems dedic","extracted","fulltext","2026-04-17T11:38:03.488822+00:00","gemini-3.1-pro-preview","10257","1253","0.0355",""
"doi:10.18653/v1/2023.findings-emnlp.901","Beyond Testers' Biases: Guiding Model Testing with Knowledge Bases using LLMs","","2023","Findings of the Association for Computational Linguistics Emnlp 2023","Not found","Not found","Current model testing work has mostly focused on creating test cases. Identifying what to test is a step that is largely ignored and poorly supported. We propose Weaver, an interactive tool that supports requirements elicitation for guiding model testing. Weaver uses large language models to generate knowledge bases and recommends concepts from them interactively, allowing testers to elicit requirements for further testing. Weaver provides rich external knowledge to testers and encourages tester","extracted","fulltext","2026-04-17T11:38:05.384555+00:00","gemini-3.1-pro-preview","14081","1032","0.0405",""
"doi:10.1145/3582083","Taking Flight with Copilot","","2022","Queue","Not found","Not found","Over the next five years, AI-powered tools likely will be helping developers in many diverse tasks. For example, such models may be used to improve code review, directing reviewers to parts of a change where review is most needed or even directly providing feedback on changes. Models such as Codex may suggest fixes for defects in code, build failures, or failing tests. These models are able to write tests automatically, helping to improve code quality and downstream reliability of distributed sy","extracted","abstract_only","2026-04-17T11:38:03.041793+00:00","gemini-3.1-pro-preview","5741","724","0.0202",""
"doi:10.13052/jwe1540-9589.2263","Exploring LLM-based Automated Repairing of Ansible Script in Edge-Cloud Infrastructures","","2023","Journal of Web Engineering","Not found","Not found","Edge-Cloud system requires massive infrastructures located in closer to the user to minimize latencies in handling Big data. Ansible is one of the most popular Infrastructure as Code (IaC) tools crucial for deploying these infrastructures of the Edge-cloud system. However, Ansible also consists of code, and its code quality is critical in ensuring the delivery of high-quality services within the Edge-Cloud system. On the other hand, the Large Langue Model (LLM) has performed remarkably on variou","extracted","fulltext","2026-04-17T11:38:08.609091+00:00","gemini-3.1-pro-preview","18049","1012","0.0482",""
"doi:10.1109/ase56229.2023.00206","Log Parsing: How Far Can ChatGPT Go?","","2023","Proceedings 2023 38th IEEE ACM International Conference on Automated Software Engineering Ase 2023","Not found","Not found","Software logs play an essential role in ensuring the reliability and maintainability of large-scale software systems, as they are often the sole source of runtime information. Log parsing, which converts raw log messages into structured data, is an important initial step towards downstream log analytics. In recent studies, ChatGPT, the current cutting-edge large language model (LLM), has been widely applied to a wide range of software engineering tasks. However, its performance in automated log ","extracted","fulltext","2026-04-17T11:38:07.680281+00:00","gemini-3.1-pro-preview","8689","911","0.0283",""
"doi:10.3389/fpsyg.2022.868698","Integrating Multiculturalism Into Artificial Intelligence-Assisted Programming Lessons: Examining Inter-Ethnicity Differences in Learning Expectancy, Motivation, and Effectiveness","","2022","Frontiers in Psychology","Not found","Not found","Given the current popularization of computer programming and the trends of informatization and digitization, colleges have actively responded by making programming lessons compulsory for students of all disciplines. However, students from different ethnic groups often have different learning responses to such lessons due to their respective cultural backgrounds, the environment in which they grew up, and their consideration for future employment. In this study, an AI-assisted programming module ","extracted","fulltext","2026-04-17T11:38:22.613384+00:00","gemini-3.1-pro-preview","11503","905","0.0339",""
"doi:10.1145/3491102.3517582","AI Chains: Transparent and Controllable Human-AI Interaction by Chaining Large Language Model Prompts","","2022","Proceedings of the 2022 CHI Conference on Human Factors in Computing Systems","A*","Conference","Although large language models (LLMs) have demonstrated impressive potential on simple tasks, their breadth of scope, lack of transparency, and insufficient controllability can make them less effective when assisting humans on more complex tasks. In response, we introduce the concept of Chaining LLM steps together, where the output of one step becomes the input for the next, thus aggregating the gains per step. We first define a set of LLM primitive operations useful for Chain construction, then","extracted","fulltext","2026-04-17T11:38:18.121287+00:00","gemini-3.1-pro-preview","17005","1001","0.046",""
"doi:10.1145/3491101.3519665","Expectation vs.&nbsp;Experience: Evaluating the Usability of Code Generation Tools Powered by Large Language Models","","2022","Extended Abstracts of the 2022 CHI Conference on Human Factors in Computing Systems","A*","Conference","Recent advances in Large Language Models (LLM) have made automatic code generation possible for real-world programming tasks in general-purpose programming languages such as Python. However, there are few human studies on the usability of these tools and how they fit the programming workflow. In this work, we conducted a within-subjects user study with 24 participants to understand how programmers use and perceive Copilot, a LLM-based code generation tool. We found that, while Copilot did not ne","extracted","fulltext","2026-04-17T11:38:25.706043+00:00","gemini-3.1-pro-preview","9205","1171","0.0325",""
"doi:10.1145/3491101.3519729","PromptChainer: Chaining Large Language Model Prompts through Visual Programming","","2022","Conference on Human Factors in Computing Systems Proceedings","Not found","Not found","While LLMs have made it possible to rapidly prototype new ML functionalities, many real-world applications involve complex tasks that cannot be easily handled via a single run of an LLM. Recent work has found that chaining multiple LLM runs together (with the output of one step being the input to the next) can help users accomplish these more complex tasks, and in a way that is perceived to be more transparent and controllable. However, it remains unknown what users need when authoring their own","extracted","fulltext","2026-04-17T11:38:29.426136+00:00","gemini-3.1-pro-preview","10765","1206","0.036",""
"doi:10.1109/ipsn54338.2022.00045","ScriptPainter: Vision-based, On-device Test Script Generation for Mobile Systems","","2022","Proceedings 21st ACM IEEE International Conference on Information Processing in Sensor Networks IPSN 2022","A","Conference","Dependability is an essential part of software engineering in the industry, which is the reason why most companies hire professional quality assurance (QA) engineers. Despite the presence of separate QA engineers, however, software developers are still required to perform basic QA processes by themselves before submitting their new software for peer review. When it comes to mobile system software, however, the basic QA process requires significant time and effort for writing different test scrip","extracted","abstract_only","2026-04-17T11:38:18.019540+00:00","gemini-3.1-pro-preview","5917","386","0.0165",""
"doi:10.1145/3702652.3744219","The Effects of GitHub Copilot on Computing Students' Programming Effectiveness, Efficiency, and Processes in Brownfield Coding Tasks","","2025","Proceedings of the 2025 ACM Conference on International Computing Education Research V.1","Not found","Not found","When graduates of computing degree programs enter the software industry, they will most likely join teams working on legacy code bases developed by people other than themselves. In these so-called brownfield software development settings, generative artificial intelligence (GenAI) coding assistants like GitHub Copilot are rapidly transforming software development practices, yet the impact of GenAI on student programmers performing brownfield development tasks remains underexplored. This paper in","extracted","abstract_only","2026-04-17T11:38:21.962003+00:00","gemini-3.1-pro-preview","6005","244","0.0149",""
"doi:10.1145/3701625.3701673","Code on Demand: A Comparative Analysis of the Efficiency Understandability and Self-Correction Capability of Copilot ChatGPT and Gemini","","2024","Proceedings of the XXIII Brazilian Symposium on Software Quality","Not found","Not found","The increasing demand for software development and a shortage of skilled developers has catalyzed the emergence of AI-powered code generation tools as potential solutions to enhance productivity and accessibility. While these tools promise to revolutionize software development, limited research critically evaluates their performance, particularly concerning code quality, comprehensibility, and self-correction capabilities. Therefore, this paper investigates the efficacy, comprehensibility, and s","extracted","abstract_only","2026-04-17T11:38:18.945487+00:00","gemini-3.1-pro-preview","5904","329","0.0158",""
"doi:10.1145/3798166","On the Use of Agentic Coding: An Empirical Study of Pull Requests on GitHub","","2026","ACM Trans. Softw. Eng. Methodol.","A*","Journal","Large language models (LLMs) are increasingly being integrated into software development processes. The ability to generate code and submit pull requests with minimal human intervention, through the use of autonomous AI agents, is poised to become a standard practice. However, little is known about the practical usefulness of these pull requests and the extent to which their contributions are accepted in real-world projects.In this paper, we empirically study 567 GitHub pull requests (PRs) gener","extracted","fulltext","2026-04-17T11:38:55.059114+00:00","gemini-3.1-pro-preview","17509","1676","0.0551",""
"doi:10.1145/3643773","Generative AI for Pull Request Descriptions: Adoption, Impact, and Developer Interventions","","2024","Proc. ACM Softw. Eng.","Not found","Not found","GitHub’s Copilot for Pull Requests (PRs) is a promising service aiming to automate various developer tasks related to PRs, such as generating summaries of changes or providing complete walkthroughs with links to the relevant code. As this innovative technology gains traction in the Open Source Software (OSS) community, it is crucial to examine its early adoption and its impact on the development process. Additionally, it offers a unique opportunity to observe how developers respond when they dis","extracted","fulltext","2026-04-17T11:38:55.318613+00:00","gemini-3.1-pro-preview","17785","1264","0.0507",""
"doi:10.1145/3798163","Unveiling the Role of ChatGPT in Software Development: Insights from Developer-ChatGPT Interactions on GitHub","","2026","ACM Trans. Softw. Eng. Methodol.","A*","Journal","The advent of Large Language Models (LLMs) has introduced a new paradigm in Software Engineering (SE), with generative AI tools like ChatGPT gaining widespread adoption among developers. While ChatGPT’s potential has been extensively discussed, empirical evidence about how developers actually use LLMs’ assistance in real-world practices remains limited. To bridge this gap, we conducted a large-scale empirical analysis of ChatGPT usage on GitHub, and we presented DevChat, a curated dataset of 2,5","extracted","abstract_only","2026-04-17T11:38:43.253143+00:00","gemini-3.1-pro-preview","5934","467","0.0175",""
"doi:10.1145/3520312.3534864","Productivity assessment of neural code completion","","2022","Proceedings of the 6th ACM SIGPLAN International Symposium on Machine Programming","Not found","Not found","Neural code synthesis has reached a point where snippet generation is accurate enough to be considered for integration into human software development workflows. Commercial products aim to increase programmers’ productivity, without being able to measure it directly. In this case study, we asked users of GitHub Copilot about its impact on their productivity, and sought to find a reflection of their perception in directly measurable user data. We find that the rate with which shown suggestions ar","extracted","fulltext","2026-04-17T11:38:41.900000+00:00","gemini-3.1-pro-preview","13365","991","0.0386",""
"doi:10.1145/3779657.3779692","Authentic Teaching and Assessment: Simulation of an Off-Shoring Project with Geographically Distributed Teams","","2026","Proceedings of the 2025 7th World Symposium on Software Engineering","Not found","Not found","To work effectively on multi-national software development projects, students need to learn the skills necessary to bridge geographical, temporal and cultural barriers. Effective communication with team members from different countries, who speak different native languages and who come from different cultural backgrounds is one of the most daunting challenges. Unexpected environmental disruptions require flexible adaptations to teaching methods. The rapid rise of generative AI Chatbots, such as ","extracted","abstract_only","2026-04-17T11:38:32.362196+00:00","gemini-3.1-pro-preview","5826","333","0.0156",""
"doi:10.1145/3701625.3701687","Exploring the Use of Large Language Models in Requirements Engineering Education: An Experience Report with ChatGPT 3.5","","2024","Proceedings of the XXIII Brazilian Symposium on Software Quality","Not found","Not found","Large Language Models (LLMs) are becoming common in educational settings. This trend presents a challenge for teachers, who must focus on teaching the proper usage of LLMs. In the context of Software Engineering (SE), ChatGPT can support various software development tasks. This work reports an experience with students using ChatGPT 3.5 to support the Requirements Engineering (RE) phase. We conducted a two-phase study with 42 students. First, the students elicited requirements for systems using R","extracted","abstract_only","2026-04-17T11:38:39.418987+00:00","gemini-3.1-pro-preview","5840","399","0.0165",""
"doi:10.1145/3772318.3790302","Robust Methods for Developer Screening in Rapidly Evolving AI Contexts","","2026","Proceedings of the 2026 CHI Conference on Human Factors in Computing Systems","A*","Conference","The rise of AI-powered tools like ChatGPT enables non-programmers to bypass programming screening questions, undermining internal validity in usable security and privacy, and software engineering studies. Past ChatGPT-resistant tasks proposed static visual questions, which ChatGPT can now circumvent. Therefore, we tested alternative approaches such as video- and audio-based screeners that reveal key information step by step under strict time constraints to distinguish programmers from non-progra","extracted","abstract_only","2026-04-17T11:38:39.784507+00:00","gemini-3.1-pro-preview","5854","334","0.0157",""
