"paper_id","doi","title","venue","scis_rank","safe_filename","status","source","pdf_url","attempts","first_attempt_date","last_attempt_date","retrieved_at","file_size_bytes","notes"
"doi:10.1109/educon60312.2024.10578564","10.1109/EDUCON60312.2024.10578564","Software Development and Education: Transitioning Towards AI Enhanced Teaching","IEEE Global Engineering Education Conference Educon","Not found","doi_10.1109_educon60312.2024.10578564.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.3934/steme.2024011","10.3934/steme.2024011","Potentiality of generative AI tools in higher education: Evaluating ChatGPT's viability as a teaching assistant for introductory programming courses","Stem Education","Not found","doi_10.3934_steme.2024011.pdf","failed","unpaywall","https://doi.org/10.3934/steme.2024011","4","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_4_urls; semscholar_ok; download_failed_all_4_urls; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/apsec65559.2024.00017","10.1109/APSEC65559.2024.00017","A Study of Using Multimodal LLMs for Non-Crash Functional Bug Detection in Android Apps","Proceedings Asia Pacific Software Engineering Conference APSEC","B","doi_10.1109_apsec65559.2024.00017.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2407.19053.pdf","4","2026-04-16","2026-04-16","2026-04-16T08:42:53.624191+00:00","606622","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2407.19053; download_ok_url0; valid_pdf_606622bytes"
"doi:10.1109/naecon61878.2024.10670347","10.1109/NAECON61878.2024.10670347","Exploring AI Integration in Software Development: Case Studies and Insights","Proceedings of the IEEE National Aerospace Electronics Conference Naecon","Not found","doi_10.1109_naecon61878.2024.10670347.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/tbdata.2024.3524104","10.1109/TBDATA.2024.3524104","Aligning Crowd-Sourced Human Feedback for Reinforcement Learning on Code Generation by Large Language Models","IEEE Transactions on Big Data","Not found","doi_10.1109_tbdata.2024.3524104.pdf","retrieved","unpaywall","https://arxiv.org/pdf/2503.15129","2","2026-04-16","2026-04-16","2026-04-16T04:11:51.418685+00:00","766251","unpaywall_ok; download_ok; valid_pdf_766251bytes"
"doi:10.1109/vl/hcc60511.2024.00011","10.1109/VL/HCC60511.2024.00011","Let's Fix this Together: Conversational Debugging with GitHub Copilot","Proceedings of IEEE Symposium on Visual Languages and Human Centric Computing Vl Hcc","Not found","doi_10.1109_vl_hcc60511.2024.00011.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.18293/seke2024-123","10.18293/SEKE2024-123","Using Context and Hierarchy Features to Enhance Code Completion in Code Modification Scenarios","Proceedings of the International Conference on Software Engineering and Knowledge Engineering Seke","Not found","doi_10.18293_seke2024-123.pdf","retrieved","unpaywall","https://doi.org/10.18293/seke2024-123","3","2026-04-16","2026-04-16","2026-04-16T07:06:16.766972+00:00","342987","unpaywall_ok; download_ok_url0; valid_pdf_342987bytes"
"doi:10.1109/icsme58944.2024.00082","10.1109/ICSME58944.2024.00082","Take Loads Off Your Developers: Automated User Story Generation using Large Language Model","Proceedings 2024 IEEE International Conference on Software Maintenance and Evolution Icsme 2024","Not found","doi_10.1109_icsme58944.2024.00082.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/sera61261.2024.10685583","10.1109/SERA61261.2024.10685583","Identifying Security Bugs in Issue Reports: Comparison of BERT, N-gram IDF and ChatGPT","2024 IEEE Acis 22nd International Conference on Software Engineering Research Management and Applications SERA 2024 Proceedings","Not found","doi_10.1109_sera61261.2024.10685583.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/gem61861.2024.10585495","10.1109/GEM61861.2024.10585495","Leveraging Large Language Models for Enhanced VR Development: Insights and Challenges","2024 IEEE Gaming Entertainment and Media Conference Gem 2024","Not found","doi_10.1109_gem61861.2024.10585495.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/fie61694.2024.10892934","10.1109/FIE61694.2024.10892934","Using ChatGPT in Undergraduate Computer Science and Software Engineering Courses: A Students' Perspective","Proceedings Frontiers in Education Conference Fie","Not found","doi_10.1109_fie61694.2024.10892934.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/isec61299.2024.10665163","10.1109/ISEC61299.2024.10665163","STEM Approach to Enhance Robot-Human Interaction Through AI Large Language Models and Reinforcement Learning","2024 IEEE Integrated Stem Education Conference Isec 2024","Not found","doi_10.1109_isec61299.2024.10665163.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.5815/ijitcs.2023.06.03","10.5815/ijitcs.2023.06.03","Early Formalization of AI-tools Usage in Software Engineering in Europe: Study of 2023","International Journal of Information Technology and Computer Science","Not found","doi_10.5815_ijitcs.2023.06.03.pdf","retrieved","unpaywall","https://www.mecs-press.org/ijitcs/ijitcs-v15-n6/IJITCS-V15-N6-3.pdf","2","2026-04-16","2026-04-16","2026-04-16T04:12:14.337178+00:00","293480","unpaywall_ok; download_ok; valid_pdf_293480bytes"
"doi:10.1142/s0218194023410048","10.1142/S0218194023410048","Demystifying Practices, Challenges and Expected Features of Using GitHub Copilot","International Journal of Software Engineering and Knowledge Engineering","Not found","doi_10.1142_s0218194023410048.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2309.05687.pdf","4","2026-04-16","2026-04-16","2026-04-16T08:43:20.047426+00:00","1667166","unpaywall_no_oa_location; semscholar_not_found; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2309.05687; download_ok_url0; valid_pdf_1667166bytes"
"doi:10.1145/3611643.3616322","10.1145/3611643.3616322","TransMap: Pinpointing Mistakes in Neural Code Translation","Esec Fse 2023 Proceedings of the 31st ACM Joint Meeting European Software Engineering Conference and Symposium on the Foundations of Software Engineering","Not found","doi_10.1145_3611643.3616322.pdf","failed","unpaywall","https://dl.acm.org/doi/pdf/10.1145/3611643.3616322","4","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_1_urls; semscholar_ok; download_failed_all_1_urls; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/icse-seip58684.2023.00022","10.1109/ICSE-SEIP58684.2023.00022","Towards More Effective AI-Assisted Programming: A Systematic Design Exploration to Improve Visual Studio IntelliCode's User Experience","Proceedings International Conference on Software Engineering","Not found","doi_10.1109_icse-seip58684.2023.00022.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1016/j.jss.2023.111734","10.1016/j.jss.2023.111734","GitHub Copilot AI pair programmer: Asset or Liability?","Journal of Systems and Software","A","doi_10.1016_j.jss.2023.111734.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2206.15331.pdf","4","2026-04-16","2026-04-16","2026-04-16T08:43:37.752339+00:00","1842768","unpaywall_no_oa_location; semscholar_not_found; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2206.15331; download_ok_url0; valid_pdf_1842768bytes"
"doi:10.1145/3600211.3604712","10.1145/3600211.3604712","Supporting Human-AI Collaboration in Auditing LLMs with LLMs","Proceedings of the 2023 AAAI/ACM Conference on AI, Ethics, and Society","A*","doi_10.1145_3600211.3604712.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2304.09991.pdf","4","2026-04-16","2026-04-16","2026-04-16T08:43:47.541925+00:00","686909","unpaywall_ok; download_failed_all_1_urls; semscholar_ok; download_failed_all_1_urls; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2304.09991; download_ok_url0; valid_pdf_686909bytes"
"doi:10.1145/3568813.3600138","10.1145/3568813.3600138","From ""Ban It Till We Understand It"" to ""Resistance is Futile"": How University Programming Instructors Plan to Adapt as More Students Use AI Code Generation and Explanation Tools such as ChatGPT and GitHub Copilot","Icer 2023 Proceedings of the 2023 ACM Conference on International Computing Education Research V 1","Not found","doi_10.1145_3568813.3600138.pdf","failed","unpaywall","https://doi.org/10.1145/3568813.3600138","4","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_4_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.4230/oasics.icpec.2023.2","10.4230/OASIcs.ICPEC.2023.2","I’m Sorry Dave, I’m Afraid I Can’t Fix Your Code: On ChatGPT, CyberSecurity, and Secure Coding","Openaccess Series in Informatics","Not found","doi_10.4230_oasics.icpec.2023.2.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_not_found; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/icse48619.2023.00181","10.1109/ICSE48619.2023.00181","On the Robustness of Code Generation Techniques: An Empirical Study on GitHub Copilot","Proceedings International Conference on Software Engineering","Not found","doi_10.1109_icse48619.2023.00181.pdf","retrieved","semantic_scholar","http://arxiv.org/pdf/2302.00438","2","2026-04-16","2026-04-16","2026-04-16T04:12:49.830199+00:00","5049861","unpaywall_no_oa_location; semscholar_ok; download_ok; valid_pdf_5049861bytes"
"doi:10.1109/icse48619.2023.00119","10.1109/ICSE48619.2023.00119","Fill in the Blank: Context-aware Automated Text Input Generation for Mobile GUI Testing","Proceedings International Conference on Software Engineering","Not found","doi_10.1109_icse48619.2023.00119.pdf","retrieved","semantic_scholar","https://arxiv.org/pdf/2212.04732","2","2026-04-16","2026-04-16","2026-04-16T04:12:52.913473+00:00","3776496","unpaywall_no_oa_location; semscholar_ok; download_ok; valid_pdf_3776496bytes"
"doi:10.1145/3597926.3598067","10.1145/3597926.3598067","Large Language Models Are Zero-Shot Fuzzers: Fuzzing Deep-Learning Libraries via Large Language Models","Issta 2023 Proceedings of the 32nd ACM SIGSOFT International Symposium on Software Testing and Analysis","Not found","doi_10.1145_3597926.3598067.pdf","retrieved","semantic_scholar","http://arxiv.org/pdf/2212.14834","2","2026-04-16","2026-04-16","2026-04-16T04:12:57.824305+00:00","1898184","unpaywall_ok; download_ok; not_pdf_header; semscholar_ok; download_ok; valid_pdf_1898184bytes"
"doi:10.1109/ms.2023.3265877","10.1109/MS.2023.3265877","Generative AI for Software Practitioners","IEEE Software","B","doi_10.1109_ms.2023.3265877.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3593434.3593468","10.1145/3593434.3593468","Towards Human-Bot Collaborative Software Architecting with ChatGPT","ACM International Conference Proceeding Series","Not found","doi_10.1145_3593434.3593468.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2302.14600.pdf","4","2026-04-16","2026-04-16","2026-04-16T08:44:25.085886+00:00","1885752","unpaywall_ok; download_failed_all_1_urls; semscholar_ok; download_failed_all_1_urls; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2302.14600; download_ok_url0; valid_pdf_1885752bytes"
"doi:10.1109/asew60602.2023.00016","10.1109/ASEW60602.2023.00016","Exploring Early Adopters' Perceptions of ChatGPT as a Code Generation Tool","Proceedings 2023 38th IEEE ACM International Conference on Automated Software Engineering Workshops Asew 2023","Not found","doi_10.1109_asew60602.2023.00016.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/c358072.2023.10436306","10.1109/C358072.2023.10436306","Empirical evaluation of automated code generation for mobile applications by AI tools","1st IEEE Colombian Caribbean Conference C3 2023","Not found","doi_10.1109_c358072.2023.10436306.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/msr59073.2023.00082","10.1109/MSR59073.2023.00082","Large Language Models and Simple, Stupid Bugs","Proceedings 2023 IEEE ACM 20th International Conference on Mining Software Repositories MSR 2023","A","doi_10.1109_msr59073.2023.00082.pdf","retrieved","semantic_scholar","https://arxiv.org/pdf/2303.11455","2","2026-04-16","2026-04-16","2026-04-16T04:13:20.756625+00:00","21604866","unpaywall_no_oa_location; semscholar_ok; download_ok; valid_pdf_21604866bytes"
"doi:10.1109/fit60620.2023.00013","10.1109/FIT60620.2023.00013","From Manual to Automatic: The Evolution of Test Case Generation Methods and the Role of GitHub Copilot","Proceedings 2023 International Conference on Frontiers of Information Technology Fit 2023","Not found","doi_10.1109_fit60620.2023.00013.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/apsec60848.2023.00085","10.1109/APSEC60848.2023.00085","ChatGPT for Vulnerability Detection, Classification, and Repair: How Far Are We?","Proceedings Asia Pacific Software Engineering Conference APSEC","B","doi_10.1109_apsec60848.2023.00085.pdf","retrieved","semantic_scholar","https://arxiv.org/pdf/2310.09810","2","2026-04-16","2026-04-16","2026-04-16T04:13:25.959172+00:00","545675","unpaywall_no_oa_location; semscholar_ok; download_ok; valid_pdf_545675bytes"
"doi:10.1109/seaa60479.2023.00017","10.1109/SEAA60479.2023.00017","ECHO: An Approach to Enhance Use Case Quality Exploiting Large Language Models","Proceedings 2023 49th Euromicro Conference on Software Engineering and Advanced Applications Seaa 2023","Not found","doi_10.1109_seaa60479.2023.00017.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/ase56229.2023.00089","10.1109/ASE56229.2023.00089","Nuances are the Key: Unlocking ChatGPT to Find Failure-Inducing Tests with Differential Prompting","Proceedings 2023 38th IEEE ACM International Conference on Automated Software Engineering Ase 2023","Not found","doi_10.1109_ase56229.2023.00089.pdf","retrieved","semantic_scholar","https://arxiv.org/pdf/2304.11686","2","2026-04-16","2026-04-16","2026-04-16T04:13:30.326126+00:00","1217082","unpaywall_no_oa_location; semscholar_ok; download_ok; valid_pdf_1217082bytes"
"doi:10.1049/icp.2023.1537","10.1049/icp.2023.1537","ChatGPT's Use case for Software Engineers","Iet Conference Proceedings","Not found","doi_10.1049_icp.2023.1537.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1553/giscience2023_01_s140","10.1553/giscience2023_01_s140","Ch(e)atGPT? An Anecdotal Approach Addressing the Impact of ChatGPT on Teaching and Learning GIScience","Gi Forum","Not found","doi_10.1553_giscience2023_01_s140.pdf","retrieved","unpaywall","https://austriaca.at/0xc1aa5576_0x003e5568.pdf","2","2026-04-16","2026-04-16","2026-04-16T04:13:36.305309+00:00","458195","unpaywall_ok; download_ok; valid_pdf_458195bytes"
"doi:10.1109/csce60160.2023.00169","10.1109/CSCE60160.2023.00169","Equity In The Preparation Of Students For Software Engineering Coding Interviews: ChatGPT as a Mock Interviewer","Proceedings 2023 Congress in Computer Science Computer Engineering and Applied Computing Csce 2023","Not found","doi_10.1109_csce60160.2023.00169.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/tale56641.2023.10398358","10.1109/TALE56641.2023.10398358","Leveraging ChatGPT to Enhance Computational Thinking Learning Experiences","2023 IEEE International Conference on Teaching Assessment and Learning for Engineering Tale 2023 Conference Proceedings","Not found","doi_10.1109_tale56641.2023.10398358.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/qrs60937.2023.00028","10.1109/QRS60937.2023.00028","On ChatGPT: Perspectives from Software Engineering Students","IEEE International Conference on Software Quality Reliability and Security Qrs","Not found","doi_10.1109_qrs60937.2023.00028.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/rew57809.2023.00048","10.1109/REW57809.2023.00048","Evaluating Privacy Questions from Stack Overflow: Can ChatGPT Compete?","Proceedings 31st IEEE International Requirements Engineering Conference Workshops Rew 2023","Not found","doi_10.1109_rew57809.2023.00048.pdf","retrieved","semantic_scholar","https://arxiv.org/pdf/2306.11174","2","2026-04-16","2026-04-16","2026-04-16T04:13:46.447139+00:00","506682","unpaywall_no_oa_location; semscholar_ok; download_ok; valid_pdf_506682bytes"
"doi:10.18293/seke2023-077","10.18293/SEKE2023-077","Practices and Challenges of Using GitHub Copilot: An Empirical Study","Proceedings of the International Conference on Software Engineering and Knowledge Engineering Seke","Not found","doi_10.18293_seke2023-077.pdf","retrieved","unpaywall","https://doi.org/10.18293/seke2023-077","3","2026-04-16","2026-04-16","2026-04-16T07:07:49.539635+00:00","1080969","unpaywall_ok; download_ok_url0; valid_pdf_1080969bytes"
"doi:10.1109/icstw58534.2023.00078","10.1109/ICSTW58534.2023.00078","ChatGPT and Software Testing Education: Promises & Perils","Proceedings 2023 IEEE 16th International Conference on Software Testing Verification and Validation Workshops Icstw 2023","Not found","doi_10.1109_icstw58534.2023.00078.pdf","retrieved","semantic_scholar","https://arxiv.org/pdf/2302.03287","2","2026-04-16","2026-04-16","2026-04-16T04:14:00.272025+00:00","330149","unpaywall_no_oa_location; semscholar_ok; download_ok; valid_pdf_330149bytes"
"doi:10.1109/csce60160.2023.00421","10.1109/CSCE60160.2023.00421","Assessment of ChatGPT's Proficiency in Software Development","Proceedings 2023 Congress in Computer Science Computer Engineering and Applied Computing Csce 2023","Not found","doi_10.1109_csce60160.2023.00421.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/rew57809.2023.00052","10.1109/REW57809.2023.00052","On the Use of GPT-4 for Creating Goal Models: An Exploratory Study","Proceedings 31st IEEE International Requirements Engineering Conference Workshops Rew 2023","Not found","doi_10.1109_rew57809.2023.00052.pdf","retrieved","unpaywall","https://liu.diva-portal.org/smash/get/diva2:1815358/FULLTEXT02","3","2026-04-16","2026-04-16","2026-04-16T07:07:56.919163+00:00","320783","unpaywall_ok; download_ok_url0; valid_pdf_320783bytes"
"doi:10.1109/icsme58846.2023.00050","10.1109/ICSME58846.2023.00050","The Psychological Effects of AI-Assisted Programming on Students and Professionals","Proceedings 2023 IEEE International Conference on Software Maintenance and Evolution Icsme 2023","Not found","doi_10.1109_icsme58846.2023.00050.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/saner56733.2023.00070","10.1109/SANER56733.2023.00070","Large Language Models: The Next Frontier for Variable Discovery within Metamorphic Testing?","Proceedings 2023 IEEE International Conference on Software Analysis Evolution and Reengineering Saner 2023","Not found","doi_10.1109_saner56733.2023.00070.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/csce60160.2023.00051","10.1109/CSCE60160.2023.00051","Digital Rubber Duck: Leveraging Large Language Models for Extreme Programming","Proceedings 2023 Congress in Computer Science Computer Engineering and Applied Computing Csce 2023","Not found","doi_10.1109_csce60160.2023.00051.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/icest58410.2023.10187247","10.1109/ICEST58410.2023.10187247","Chat GPT-Based Design-Time DevSecOps","2023 58th International Scientific Conference on Information Communication and Energy Systems and Technologies Icest 2023 Proceedings","Not found","doi_10.1109_icest58410.2023.10187247.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/dsit60026.2023.00021","10.1109/DSIT60026.2023.00021","An Empirical Understanding of Code Clone Detection by ChatGPT","Proceedings 2023 6th International Conference on Data Science and Information Technology Dsit 2023","Not found","doi_10.1109_dsit60026.2023.00021.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/iconnect56593.2023.10327087","10.1109/IConNECT56593.2023.10327087","Analysis ChatGPT Potential: Transforming Software Development with AI Chat Bots","Proceedings 2023 International Conference on Networking Electrical Engineering Computer Science and Technology Iconnect 2023","Not found","doi_10.1109_iconnect56593.2023.10327087.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/ase56229.2023.00096","10.1109/ASE56229.2023.00096","A Closer Look at Different Difficulty Levels Code Generation Abilities of ChatGPT","Proceedings 2023 38th IEEE ACM International Conference on Automated Software Engineering Ase 2023","Not found","doi_10.1109_ase56229.2023.00096.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/iccp60212.2023.10398656","10.1109/ICCP60212.2023.10398656","Case study: using AI-assisted code generation in mobile teams","Proceedings 2023 IEEE 19th International Conference on Intelligent Computer Communication and Processing Conference Iccp 2023","Not found","doi_10.1109_iccp60212.2023.10398656.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2308.04736.pdf","4","2026-04-16","2026-04-16","2026-04-16T08:45:24.848379+00:00","1439391","unpaywall_no_oa_location; semscholar_not_found; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2308.04736; download_ok_url0; valid_pdf_1439391bytes"
"doi:10.18653/v1/2023.findings-emnlp.901","10.18653/v1/2023.findings-emnlp.901","Beyond Testers' Biases: Guiding Model Testing with Knowledge Bases using LLMs","Findings of the Association for Computational Linguistics Emnlp 2023","Not found","doi_10.18653_v1_2023.findings-emnlp.901.pdf","retrieved","unpaywall","https://aclanthology.org/2023.findings-emnlp.901.pdf","2","2026-04-16","2026-04-16","2026-04-16T04:14:33.096782+00:00","874119","unpaywall_ok; download_ok; valid_pdf_874119bytes"
"doi:10.1109/ase56229.2023.00206","10.1109/ASE56229.2023.00206","Log Parsing: How Far Can ChatGPT Go?","Proceedings 2023 38th IEEE ACM International Conference on Automated Software Engineering Ase 2023","Not found","doi_10.1109_ase56229.2023.00206.pdf","retrieved","semantic_scholar","https://arxiv.org/pdf/2306.01590","2","2026-04-16","2026-04-16","2026-04-16T04:14:35.857396+00:00","2658373","unpaywall_no_oa_location; semscholar_ok; download_ok; valid_pdf_2658373bytes"
"doi:10.13052/jwe1540-9589.2263","10.13052/jwe1540-9589.2263","Exploring LLM-based Automated Repairing of Ansible Script in Edge-Cloud Infrastructures","Journal of Web Engineering","Not found","doi_10.13052_jwe1540-9589.2263.pdf","retrieved","unpaywall","https://journals.riverpublishers.com/index.php/JWE/article/download/24673/19159","3","2026-04-16","2026-04-16","2026-04-16T07:08:21.405983+00:00","1608466","unpaywall_ok; download_ok_url0; valid_pdf_1608466bytes"
"doi:10.1145/3582083","10.1145/3582083","Taking Flight with Copilot","Queue","Not found","doi_10.1145_3582083.pdf","failed","unpaywall","https://dl.acm.org/doi/pdf/10.1145/3582083","4","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_1_urls; semscholar_rate_limited; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.3389/fpsyg.2022.868698","10.3389/fpsyg.2022.868698","Integrating Multiculturalism Into Artificial Intelligence-Assisted Programming Lessons: Examining Inter-Ethnicity Differences in Learning Expectancy, Motivation, and Effectiveness","Frontiers in Psychology","Not found","doi_10.3389_fpsyg.2022.868698.pdf","retrieved","semantic_scholar","https://www.frontiersin.org/articles/10.3389/fpsyg.2022.868698/pdf","2","2026-04-16","2026-04-16","2026-04-16T04:15:04.488752+00:00","3036101","unpaywall_ok; download_ok; not_pdf_header; semscholar_ok; download_ok; valid_pdf_3036101bytes"
"doi:10.1145/3491102.3517582","10.1145/3491102.3517582","AI Chains: Transparent and Controllable Human-AI Interaction by Chaining Large Language Model Prompts","Proceedings of the 2022 CHI Conference on Human Factors in Computing Systems","A*","doi_10.1145_3491102.3517582.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2110.01691.pdf","4","2026-04-16","2026-04-16","2026-04-16T08:45:43.640132+00:00","2761394","unpaywall_ok; download_failed_all_1_urls; semscholar_ok; download_failed_all_1_urls; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2110.01691; download_ok_url0; valid_pdf_2761394bytes"
"doi:10.1145/3491101.3519729","10.1145/3491101.3519729","PromptChainer: Chaining Large Language Model Prompts through Visual Programming","Conference on Human Factors in Computing Systems Proceedings","Not found","doi_10.1145_3491101.3519729.pdf","retrieved","semantic_scholar","http://arxiv.org/pdf/2203.06566","2","2026-04-16","2026-04-16","2026-04-16T04:15:21.122459+00:00","2468720","unpaywall_ok; download_http_403; semscholar_ok; download_ok; valid_pdf_2468720bytes"
"doi:10.1145/3491101.3519665","10.1145/3491101.3519665","Expectation vs.&nbsp;Experience: Evaluating the Usability of Code Generation Tools Powered by Large Language Models","Extended Abstracts of the 2022 CHI Conference on Human Factors in Computing Systems","A*","doi_10.1145_3491101.3519665.pdf","retrieved","existing_on_disk","","4","2026-04-16","2026-04-16","2026-04-16T08:53:02.646935+00:00","464966","valid_pdf_464966bytes"
"doi:10.1109/ipsn54338.2022.00045","10.1109/IPSN54338.2022.00045","ScriptPainter: Vision-based, On-device Test Script Generation for Mobile Systems","Proceedings 21st ACM IEEE International Conference on Information Processing in Sensor Networks IPSN 2022","A","doi_10.1109_ipsn54338.2022.00045.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3702652.3744219","10.1145/3702652.3744219","The Effects of GitHub Copilot on Computing Students' Programming Effectiveness, Efficiency, and Processes in Brownfield Coding Tasks","Proceedings of the 2025 ACM Conference on International Computing Education Research V.1","Not found","doi_10.1145_3702652.3744219.pdf","failed","unpaywall","https://doi.org/10.1145/3702652.3744219","4","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_4_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3701625.3701673","10.1145/3701625.3701673","Code on Demand: A Comparative Analysis of the Efficiency Understandability and Self-Correction Capability of Copilot ChatGPT and Gemini","Proceedings of the XXIII Brazilian Symposium on Software Quality","Not found","doi_10.1145_3701625.3701673.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
